BUKRS [C(00008)]`FNAME [C(00122)]`KOART [C(00002)]`UMSKS [C(00002)]`XAEND [C(00002)]`XAUSZ [C(00002)]`XBUPE [C(00002)]`MANDT [C(00006)]
`  BSEC-STRAS`  K`  `  X`  X`  `  400
`  BSEG-BVTYP`  K`  `  X`  X`  `  400
1510`  BSEG-BVTYP`  K`  `  X`  X`  `  400
4310`  BSEG-BVTYP`  K`  `  X`  X`  `  400
LIU1`  BSEG-BVTYP`  K`  `  X`  X`  `  400
1410`  BSEG-DTWS1`  K`  `  X`  `  `  400
1510`  BSEG-DTWS1`  K`  `  X`  X`  `  400
4310`  BSEG-DTWS1`  K`  `  X`  X`  `  400
LIU1`  BSEG-DTWS1`  K`  `  X`  X`  `  400
1410`  BSEG-DTWS2`  K`  `  X`  `  `  400
1510`  BSEG-DTWS2`  K`  `  X`  X`  `  400
4310`  BSEG-DTWS2`  K`  `  X`  X`  `  400
LIU1`  BSEG-DTWS2`  K`  `  X`  X`  `  400
1410`  BSEG-DTWS3`  K`  `  X`  `  `  400
1510`  BSEG-DTWS3`  K`  `  X`  X`  `  400
4310`  BSEG-DTWS3`  K`  `  X`  X`  `  400
LIU1`  BSEG-DTWS3`  K`  `  X`  X`  `  400
1410`  BSEG-DTWS4`  K`  `  X`  `  `  400
`  BSEG-ESRNR`  K`  `  X`  X`  `  400
1410`  BSEG-ESRNR`  K`  `  X`  X`  `  400
`  BSEG-ESRPZ`  K`  `  X`  X`  `  400
`  BSEG-ESRRE`  K`  `  X`  X`  `  400
1410`  BSEG-ESRRE`  K`  `  X`  X`  `  400
`  BSEG-HBKID`  K`  `  X`  X`  `  400
1510`  BSEG-HBKID`  K`  `  X`  X`  `  400
4310`  BSEG-HBKID`  K`  `  X`  X`  `  400
LIU1`  BSEG-HBKID`  K`  `  X`  X`  `  400
`  BSEG-HKTID`  K`  `  X`  X`  `  400
1510`  BSEG-HKTID`  K`  `  X`  X`  `  400
4310`  BSEG-HKTID`  K`  `  X`  X`  `  400
LIU1`  BSEG-HKTID`  K`  `  X`  X`  `  400
6810`  BSEG-J_1TPBUPL`  K`  `  X`  X`  X`  400
2610`  BSEG-KIDNO`  K`  `  X`  `  `  400
`  BSEG-LANDL`  K`  `  X`  `  `  400
1510`  BSEG-LANDL`  K`  `  X`  X`  `  400
4310`  BSEG-LANDL`  K`  `  X`  X`  `  400
LIU1`  BSEG-LANDL`  K`  `  X`  X`  `  400
`  BSEG-LZBKZ`  K`  `  X`  `  `  400
1510`  BSEG-LZBKZ`  K`  `  X`  X`  `  400
4310`  BSEG-LZBKZ`  K`  `  X`  X`  `  400
LIU1`  BSEG-LZBKZ`  K`  `  X`  X`  `  400
`  BSEG-MADAT`  K`  `  X`  X`  `  400
`  BSEG-MANSP`  K`  `  X`  X`  `  400
`  BSEG-MANST`  K`  `  X`  X`  `  400
`  BSEG-MSCHL`  K`  `  X`  X`  `  400
`  BSEG-MWSKZ`  K`  `  X`  `  `  400
`  BSEG-PYAMT`  K`  `  X`  X`  `  400
`  BSEG-PYCUR`  K`  `  X`  X`  `  400
1510`  BSEG-PYCUR`  K`  `  X`  X`  `  400
4310`  BSEG-PYCUR`  K`  `  X`  X`  `  400
LIU1`  BSEG-PYCUR`  K`  `  X`  X`  `  400
`  BSEG-QBSHB`  K`  `  X`  X`  `  400
`  BSEG-QSFBT`  K`  `  X`  X`  `  400
`  BSEG-QSSHB`  K`  `  X`  X`  `  400
`  BSEG-QSSKZ`  K`  `  X`  X`  `  400
`  BSEG-QSZNR`  K`  `  `  `  `  400
`  BSEG-REBZG`  K`  `  X`  X`  `  400
`  BSEG-REBZJ`  K`  `  X`  X`  `  400
`  BSEG-REBZZ`  K`  `  X`  X`  `  400
`  BSEG-SGTXT`  K`  `  X`  `  `  400
`  BSEG-WMWST`  K`  `  X`  `  `  400
`  BSEG-WRBTR`  K`  `  X`  `  `  400
5810`  BSEG-XREF1`  K`  `  X`  `  `  400
6810`  BSEG-XREF1`  K`  `  X`  `  `  400
5810`  BSEG-XREF2`  K`  `  X`  `  `  400
6810`  BSEG-XREF2`  K`  `  X`  `  `  400
1510`  BSEG-XREF3`  K`  `  X`  X`  `  400
4310`  BSEG-XREF3`  K`  `  X`  X`  `  400
LIU1`  BSEG-XREF3`  K`  `  X`  X`  `  400
`  BSEG-ZBD1P`  K`  `  X`  X`  `  400
`  BSEG-ZBD1T`  K`  `  X`  X`  `  400
`  BSEG-ZBD2P`  K`  `  X`  X`  `  400
`  BSEG-ZBD2T`  K`  `  X`  X`  `  400
`  BSEG-ZBD3T`  K`  `  X`  X`  `  400
`  BSEG-ZBFIX`  K`  `  X`  X`  `  400
`  BSEG-ZFBDT`  K`  `  X`  X`  `  400
`  BSEG-ZLSCH`  K`  `  X`  X`  `  400
`  BSEG-ZLSPR`  K`  `  X`  X`  `  400
`  BSEG-ZTERM`  K`  `  X`  X`  `  400
`  BSEG-ZUONR`  K`  `  X`  `  `  400
`  WITH_ITEM-WT_QSSHB`  K`  `  X`  `  `  400
`  WITH_ITEM-WT_WITHCD`  K`  `  X`  `  `  400
`  BSEC-BANKL`  K`  A`  X`  X`  `  400
`  BSEC-BANKN`  K`  A`  X`  X`  `  400
`  BSEC-BANKS`  K`  A`  X`  X`  `  400
`  BSEC-BKONT`  K`  A`  X`  X`  `  400
`  BSEC-NAME1`  K`  A`  X`  X`  `  400
`  BSEC-NAME2`  K`  A`  X`  X`  `  400
`  BSEC-NAME3`  K`  A`  X`  X`  `  400
`  BSEC-NAME4`  K`  A`  X`  X`  `  400
`  BSEC-ORT01`  K`  A`  X`  X`  `  400
`  BSEC-PSTLZ`  K`  A`  X`  X`  `  400
`  BSEC-STRAS`  K`  A`  X`  X`  `  400
`  BSEG-BVTYP`  K`  A`  X`  X`  `  400
`  BSEG-MABER`  K`  A`  X`  X`  `  400
`  BSEG-MADAT`  K`  A`  X`  X`  `  400
`  BSEG-MANSP`  K`  A`  X`  X`  `  400
`  BSEG-MANST`  K`  A`  X`  X`  `  400
`  BSEG-MSCHL`  K`  A`  X`  X`  `  400
`  BSEG-SGTXT`  K`  A`  X`  `  `  400
`  BSEG-ZBD1P`  K`  A`  X`  X`  `  400
`  BSEG-ZLSCH`  K`  A`  X`  X`  `  400
`  BSEG-ZLSPR`  K`  A`  X`  X`  `  400
`  BSEG-ZUONR`  K`  A`  X`  `  `  400
`  BSEG-HZUON`  K`  W`  X`  `  `  400
1510`  BSEG-HZUON`  K`  W`  X`  `  `  400
4310`  BSEG-HZUON`  K`  W`  X`  `  `  400
LIU1`  BSEG-HZUON`  K`  W`  X`  `  `  400
`  BSEG-SGTXT`  K`  W`  X`  `  `  400
1510`  BSEG-SGTXT`  K`  W`  X`  `  `  400
4310`  BSEG-SGTXT`  K`  W`  X`  `  `  400
LIU1`  BSEG-SGTXT`  K`  W`  X`  `  `  400
`  BSEG-ZUONR`  K`  W`  X`  `  `  400
1510`  BSEG-ZUONR`  K`  W`  X`  `  `  400
4310`  BSEG-ZUONR`  K`  W`  X`  `  `  400
LIU1`  BSEG-ZUONR`  K`  W`  X`  `  `  400
`  BSEG-SGTXT`  K`  X`  X`  `  `  400
`  BSEG-LANDL`  S`  `  X`  `  `  400
`  BSEG-LZBKZ`  S`  `  X`  `  `  400
`  BSEG-MWSKZ`  S`  `  X`  `  `  400
`  BSEG-SGTXT`  S`  `  X`  `  `  400
CM02`  BSEG-SGTXT`  S`  `  `  `  `  400
`  BSEG-VALUT`  S`  `  X`  `  `  400
`  BSEG-WRBTR`  S`  `  X`  `  `  400
`  BSEG-XEGDR`  S`  `  X`  `  `  400
`  BSEG-ZUONR`  S`  `  X`  `  `  400
`  BSEZ-EGMLD`  S`  `  X`  `  `  400
`  COBL-AUFNR`  S`  `  X`  `  `  400
`  COBL-KOSTL`  S`  `  X`  `  `  400
`  COBL-PRCTR`  S`  `  X`  `  `  400
`  KNA1-KUNNR`  S`  `  X`  `  `  400
