TRKORR [C(00040)]`LANGU [C(00002)]`AS4TEXT [C(00120)]
S4HK901871`  E`  HBY CO 配置请求
S4HK901983`  E`  z500 initial setting
S4HK901984`  E`  z500 initial setting
