CWBUSER [C(00024)]`PRSTATUS [C(00002)]`NTSTATUS [C(00002)]`NUMM [N(00020)]
BPINST`  -`  R`  0000072097
BPINST`  -`  R`  0000312152
SAP000`  -`  I`  0000656919
BPINST`  E`  I`  0002827361
`  -`  N`  0001343806
`  -`  N`  0001832594
BPINST`  -`  R`  0001890890
`  -`  R`  0001926394
`  -`  N`  0001933579
`  -`  N`  0001962434
`  -`  R`  0001970427
`  -`  N`  0001993075
`  -`  N`  0001994402
`  -`  R`  0001995776
`  -`  N`  0002014752
`  -`  R`  0002016640
`  -`  R`  0002076084
BPINST`  -`  R`  0002116090
`  -`  R`  0002127955
`  -`  N`  0002132858
`  -`  R`  0002140417
`  -`  R`  0002148349
BPINST`  -`  R`  0002204534
BPINST`  O`  I`  0002222697
BPINST`  -`  R`  0002223541
BPINST`  -`  R`  0002224185
BPINST`  -`  R`  0002224296
`  -`  R`  0002224397
BPINST`  -`  R`  0002227895
`  -`  R`  0002230576
`  -`  N`  0002240888
BPINST`  -`  R`  0002267745
BPINST`  -`  R`  0002274335
BPINST`  -`  R`  0002291958
BPINST`  -`  I`  0002293498
`  -`  R`  0002300724
BPINST`  -`  R`  0002323403
`  -`  R`  0002325694
`  -`  R`  0002326549
`  -`  R`  0002326847
`  -`  N`  0002331605
`  -`  R`  0002338871
`  -`  R`  0002340018
`  -`  R`  0002340090
`  -`  R`  0002346485
BPINST`  -`  R`  0002348857
`  -`  R`  0002353894
`  -`  R`  0002355148
`  -`  R`  0002358102
`  -`  R`  0002358497
BPINST`  -`  R`  0002361300
BPINST`  -`  R`  0002371032
BPINST`  -`  R`  0002374933
BPINST`  -`  R`  0002379606
`  -`  N`  0002381057
BPINST`  -`  R`  0002384394
`  -`  R`  0002392032
BPINST`  -`  R`  0002395688
BPINST`  -`  R`  0002399074
BPINST`  O`  I`  0002581961
`  -`  R`  0002402344
`  -`  R`  0002404315
`  -`  N`  0002409305
BPINST`  -`  R`  0002412744
`  -`  R`  0002418740
BPINST`  -`  R`  0002421602
`  -`  N`  0002425483
BPINST`  -`  R`  0002427811
