FEGTB [C(00002)]`FEGRU [C(00004)]`FEGLG [C(00006)]
A`  `  000
A`  01`  001
A`  02`  001
A`  03`  001
A`  04`  001
A`  05`  001
A`  06`  001
A`  07`  001
A`  08`  010
A`  09`  001
A`  10`  002
A`  11`  002
A`  12`  002
A`  13`  002
A`  14`  003
A`  15`  003
A`  16`  003
A`  17`  003
A`  18`  003
A`  19`  003
A`  20`  003
A`  21`  003
A`  22`  003
A`  23`  003
A`  24`  003
A`  25`  003
A`  26`  003
A`  27`  003
A`  28`  002
A`  29`  010
A`  30`  004
A`  31`  004
A`  32`  004
A`  33`  004
A`  34`  004
A`  35`  004
A`  36`  004
A`  37`  011
A`  39`  012
A`  40`  009
A`  41`  009
A`  42`  009
A`  43`  002
A`  44`  009
A`  45`  009
A`  46`  009
A`  47`  009
A`  50`  006
A`  51`  006
A`  52`  006
A`  53`  006
A`  54`  006
A`  55`  006
A`  57`  007
A`  58`  007
A`  59`  007
A`  60`  008
A`  61`  008
A`  62`  008
A`  63`  008
A`  64`  008
A`  65`  008
A`  66`  008
A`  67`  008
A`  68`  008
A`  69`  008
A`  70`  005
A`  71`  005
A`  72`  005
A`  73`  005
A`  75`  001
A`  76`  004
A`  78`  008
A`  79`  001
A`  80`  001
A`  81`  003
A`  82`  001
A`  83`  013
A`  84`  013
A`  85`  013
A`  86`  013
A`  87`  013
A`  88`  003
A`  89`  003
A`  A0`  003
A`  A1`  003
A`  A2`  003
A`  A3`  003
A`  A4`  003
A`  A5`  003
A`  A6`  003
A`  A7`  003
A`  A8`  003
A`  A9`  003
A`  AA`  003
A`  AB`  003
A`  G1`  201
A`  G2`  202
A`  G3`  201
A`  G4`  202
A`  G5`  201
A`  G6`  202
A`  G8`  204
A`  G9`  400
A`  GA`  206
A`  GB`  201
A`  GC`  201
A`  GD`  202
A`  GE`  202
A`  J2`  207
A`  JA`  204
A`  JB`  204
A`  JC`  204
A`  JD`  204
A`  JE`  204
A`  JF`  204
A`  JG`  204
A`  JH`  204
A`  JI`  208
B`  01`  001
B`  02`  001
B`  03`  002
B`  04`  002
B`  05`  002
B`  08`  003
B`  09`  003
B`  10`  003
B`  11`  003
B`  12`  001
B`  13`  001
B`  14`  003
B`  15`  003
B`  16`  003
B`  17`  003
B`  18`  001
B`  19`  001
B`  20`  001
B`  22`  003
B`  23`  004
B`  31`  003
