CLASS [C(00024)]`USTYP [C(00002)]`GLTGB [D(00016)]`GLTGV [D(00016)]`UFLAG [b(00001)]`MANDT [C(00006)]`BNAME [C(00024)]`TRDAT [D(00016)]`LTIME
`  A`  00000000`  00000000`  64 `  400`  S4H_MM`  20200929`  133411
`  A`  00000000`  00000000`  0 `  400`  SAP033`  20200910`  140401
`  A`  20200723`  00000000`  0 `  400`  SAP092`  20200715`  210223
`  A`  00000000`  00000000`  0 `  400`  SAP474`  20201217`  201235
`  A`  00000000`  00000000`  0 `  400`  SAP281`  20201219`  082305
`  A`  00000000`  00000000`  0 `  400`  SAP126`  00000000`  000000
`  A`  00000000`  00000000`  128 `  400`  SAP122`  00000000`  000000
`  S`  99991231`  20171004`  0 `  400`  BGRFCUSER`  20171020`  220402
`  A`  20200924`  00000000`  0 `  400`  SAP199`  20200830`  201137
`  A`  00000000`  00000000`  0 `  400`  SAP050`  20200709`  202308
`  A`  00000000`  00000000`  0 `  400`  S4H_CO`  20171020`  122206
`  A`  00000000`  00000000`  0 `  400`  S4H_EXT`  20171018`  160921
`  A`  00000000`  00000000`  0 `  400`  SAP488`  20201205`  075113
`  A`  00000000`  00000000`  0 `  400`  S4H_MG`  20171017`  222004
`  A`  00000000`  00000000`  0 `  400`  SAP636`  00000000`  000000
`  A`  20201125`  00000000`  0 `  400`  SAP282`  20201110`  180350
`  A`  00000000`  00000000`  128 `  400`  S4H_PUR`  00000000`  000000
`  A`  00000000`  00000000`  0 `  400`  S4H_SHP`  20171017`  215539
`  A`  20200814`  00000000`  0 `  400`  SAP098`  20200715`  225602
`  A`  20201101`  00000000`  0 `  400`  SAP307`  00000000`  000000
`  A`  00000000`  00000000`  0 `  400`  SAP128`  20200823`  140533
`  B`  00000000`  00000000`  0 `  400`  TMSADM`  20171004`  053514
`  A`  00000000`  00000000`  0 `  400`  S4H_CASH`  20200613`  224546
`  A`  00000000`  00000000`  0 `  400`  SAP238`  20201219`  140633
`  A`  20200725`  00000000`  0 `  400`  SAP102`  00000000`  000000
`  A`  20201218`  00000000`  0 `  400`  SAP593`  20201208`  173448
`  A`  00000000`  00000000`  0 `  400`  SAP064`  20200708`  165551
`  A`  99990820`  00000000`  64 `  400`  SAP088`  20200711`  213921
`  A`  20200717`  00000000`  0 `  400`  SAP047`  20200715`  150843
`  A`  20200716`  00000000`  0 `  400`  SAP079`  20200715`  170632
`  A`  00000000`  00000000`  0 `  400`  SAP482`  20201215`  180617
`  A`  20200923`  00000000`  0 `  400`  SAP251`  20200916`  221230
`  A`  20200710`  00000000`  0 `  400`  SAP068`  20200708`  133133
`  A`  20200929`  00000000`  0 `  400`  SAP216`  20200923`  130606
`  A`  00000000`  00000000`  0 `  400`  SAP441`  20201208`  134130
`  A`  20200622`  00000000`  0 `  400`  SAP032`  20200612`  104420
`  A`  00000000`  00000000`  0 `  400`  SAP099`  20201216`  212310
`  A`  20201213`  00000000`  0 `  400`  SAP420`  20201203`  121250
`  A`  20201020`  00000000`  0 `  400`  SAP319`  20201010`  161751
`  A`  00000000`  00000000`  0 `  400`  CRESOFT`  20200603`  071707
`  B`  00000000`  00000000`  0 `  400`  SDMI_EYCEUWY`  00000000`  000000
`  A`  20201004`  00000000`  0 `  400`  SAP284`  20200924`  195132
`  A`  20201005`  00000000`  0 `  400`  SAP286`  20200926`  132250
`  A`  20200625`  00000000`  128 `  400`  SAP043`  20200615`  224801
`  A`  00000000`  00000000`  0 `  400`  SAP005`  20201218`  161205
`  A`  20200628`  00000000`  0 `  400`  SAP049`  20200623`  203723
`  A`  00000000`  00000000`  0 `  400`  SAP443`  20201110`  052444
`  A`  20200724`  00000000`  0 `  400`  SAP097`  20200715`  151740
`  A`  20200709`  00000000`  0 `  400`  SAP062`  20200629`  123906
`  A`  20200713`  00000000`  0 `  400`  SAP039`  20200614`  105608
`  A`  00000000`  00000000`  0 `  400`  SAP004`  20200902`  000000
`  A`  20200710`  00000000`  0 `  400`  SAP067`  20200701`  201612
`  A`  00000000`  00000000`  0 `  400`  SAP239`  20201007`  171930
`  A`  00000000`  00000000`  0 `  400`  S4H_SD`  20200613`  225407
`  A`  20200622`  00000000`  0 `  400`  SAP040`  20200615`  192551
`  A`  20200814`  00000000`  0 `  400`  SAP101`  20200715`  170642
`  A`  00000000`  00000000`  0 `  400`  SAP192`  20200929`  105553
`  A`  00000000`  00000000`  0 `  400`  SAP226`  20200909`  151321
`  A`  00000000`  00000000`  0 `  400`  SAP023`  20200623`  164933
`  A`  00000000`  00000000`  0 `  400`  SAP021`  20200612`  000000
`  A`  00000000`  00000000`  0 `  400`  LIUYL`  20201216`  140943
`  A`  20200723`  00000000`  0 `  400`  SAP091`  20200714`  134323
`  A`  00000000`  00000000`  0 `  400`  SAP449`  20201219`  140849
`  A`  00000000`  00000000`  0 `  400`  SAP038`  00000000`  000000
`  A`  20200718`  00000000`  0 `  400`  SAP083`  20200713`  112817
`  A`  00000000`  00000000`  0 `  400`  SAP014`  20201019`  101057
`  A`  20200621`  00000000`  128 `  400`  SAP026`  20200621`  191046
`  A`  20200724`  00000000`  0 `  400`  SAP096`  00000000`  000000
`  A`  00000000`  00000000`  0 `  400`  SAP019`  20200615`  121353
`  A`  00000000`  00000000`  0 `  400`  SAP061`  20200706`  015041
`  A`  20200903`  00000000`  0 `  400`  SAP194`  20200823`  000000
`  A`  20200618`  00000000`  128 `  400`  SAP013`  20200610`  120554
`  A`  20201002`  00000000`  0 `  400`  SAP280`  20200923`  140952
`  A`  00000000`  00000000`  64 `  400`  SAP029`  20200611`  182718
`  A`  00000000`  00000000`  0 `  400`  SAP018`  20200615`  195646
`  A`  00000000`  00000000`  0 `  400`  SAP401`  20201101`  092550
`  A`  20200910`  00000000`  0 `  400`  SAP027`  20200909`  150513
`  A`  00000000`  00000000`  0 `  400`  SHT02`  00000000`  000000
`  A`  00000000`  00000000`  0 `  400`  SAP451`  20201217`  202944
`  A`  00000000`  00000000`  64 `  400`  SAP071`  20200711`  091633
`  A`  00000000`  00000000`  0 `  400`  SAP157`  20201207`  164421
`  A`  20201027`  00000000`  0 `  400`  SAP296`  20201026`  072656
`  A`  00000000`  00000000`  64 `  400`  S4H_PS`  20200710`  152702
`  A`  00000000`  00000000`  0 `  400`  SAP017`  20200624`  145603
`  A`  00000000`  00000000`  0 `  400`  SAP052`  20200702`  203145
`  A`  00000000`  00000000`  0 `  400`  SAP011`  20200831`  154046
`  A`  20200625`  00000000`  0 `  400`  SAP042`  20200616`  230410
`  A`  00000000`  00000000`  0 `  400`  SAP396`  20201211`  121025
`  A`  00000000`  00000000`  0 `  400`  SAP085`  20200924`  164202
`  A`  00000000`  00000000`  0 `  400`  SAP002`  20200609`  025411
`  A`  00000000`  00000000`  0 `  400`  SHT03`  00000000`  000000
