MANDT [C(00006)]`KAPPL [C(00004)]`KSCHL [C(00008)]`KTOPL [C(00008)]`VKORG [C(00008)]`SAKN1 [C(00020)]`SAKN2 [C(00020)]
400`  V`  KOFI`  CABE`  0001`  0000700000`
400`  V`  KOFI`  CACH`  0001`  0000030000`
400`  V`  KOFI`  CACN`  0001`  0051010100`
400`  V`  KOFI`  CACO`  0001`  0041709580`
400`  V`  KOFI`  CACZ`  0001`  0000601000`
400`  V`  KOFI`  CAES`  0001`  0000700000`
400`  V`  KOFI`  CAFI`  0001`  0000310000`
400`  V`  KOFI`  CAFR`  0001`  0000709100`
400`  V`  KOFI`  CAHU`  0001`  0000911100`
400`  V`  KOFI`  CAJP`  0001`  0000811100`
400`  V`  KOFI`  CAKR`  SO01`  0050010100`
400`  V`  KOFI`  CANA`  0001`  0000410000`
400`  V`  KOFI`  CANO`  0001`  0000300000`
400`  V`  KOFI`  CAPT`  0001`  0000711000`
400`  V`  KOFI`  CARU`  0001`  0090100000`
400`  V`  KOFI`  CASE`  0001`  0000301000`
400`  V`  KOFI`  CASK`  0001`  0000601000`
400`  V`  KOFI`  CATW`  0001`  0041110000`
400`  V`  KOFI`  CAUA`  0001`  0070100000`
400`  V`  KOFI`  GKR`  0001`  0000800000`
400`  V`  KOFI`  IKR`  0001`  0000500000`
400`  V`  KOFI`  INT`  0001`  0000800000`
400`  VB`  KOAB`  INT`  0001`  0000140030`
400`  VC`  CASH`  INT`  0001`  0000100000`
400`  VD`  A001`  CABE`  0001`  0000404200`
400`  VD`  A001`  CACH`  0001`  `
400`  VD`  A001`  CAJP`  0001`  0000113300`
400`  VD`  A001`  CANO`  0001`  `
400`  VD`  A001`  GKR`  0001`  0000150600`
400`  VD`  A001`  IKR`  0001`  0000246100`
400`  VD`  A001`  INT`  0001`  0000146500`
400`  V`  KOFI`  YCOA`  1010`  0041000000`
400`  VD`  A001`  YCOA`  1010`  0012530000`
400`  V`  KOFI`  YCOA`  1710`  0041000000`
400`  VD`  A001`  YCOA`  1710`  0012530000`
400`  V`  KOFI`  YCOA`  4410`  0041000000`
400`  VD`  A001`  YCOA`  4410`  0012530000`
400`  V`  KOFI`  YCOA`  6410`  0041000000`
400`  V`  KOFI`  YCOA`  1310`  0041000000`
400`  VD`  A001`  YCOA`  1310`  0012530000`
400`  VD`  A001`  YCOA`  6410`  0012530000`
400`  V`  KOFI`  YCOA`  1110`  0041000000`
400`  VD`  A001`  YCOA`  1110`  0012530000`
400`  V`  KOFI`  YCOA`  6310`  0041000000`
400`  VD`  A001`  YCOA`  6310`  0012530000`
400`  V`  KOFI`  YCOA`  3610`  0041000000`
400`  VD`  A001`  YCOA`  3610`  0012530000`
400`  V`  KOFI`  YCOA`  6810`  0041000000`
400`  VD`  A001`  YCOA`  6810`  0012530000`
400`  V`  KOFI`  YCOA`  6110`  0041000000`
400`  VD`  A001`  YCOA`  6110`  0012530000`
400`  V`  KOFI`  YCOA`  1910`  0041000000`
400`  VD`  A001`  YCOA`  1910`  0012530000`
400`  V`  KOFI`  YCOA`  5910`  0041000000`
400`  VD`  A001`  YCOA`  5910`  0012530000`
400`  V`  KOFI`  YCOA`  1610`  0041000000`
400`  VD`  A001`  YCOA`  1610`  0012530000`
400`  V`  KOFI`  YCOA`  2810`  0041000000`
400`  VD`  A001`  YCOA`  2810`  0012530000`
400`  V`  KOFI`  YCOA`  3510`  0041000000`
400`  VB`  KOAB`  YCOA`  2610`  0021190000`
400`  VD`  A001`  YCOA`  2610`  0012530000`
400`  V`  KOFI`  YCOA`  2610`  0041000000`
400`  V`  KOFI`  YCOA`  5810`  0041000000`
400`  VD`  A001`  YCOA`  5810`  0012530000`
400`  V`  KOFI`  YCOA`  6910`  0041000000`
400`  VD`  A001`  YCOA`  6910`  0012530000`
400`  V`  KOFI`  YCOA`  3710`  0041000000`
400`  VD`  A001`  YCOA`  3710`  0012530000`
400`  V`  KOFI`  YCOA`  5410`  0041000000`
400`  VD`  A001`  YCOA`  5410`  0012530000`
400`  V`  KOFI`  YCOA`  5510`  0041000000`
400`  VD`  A001`  YCOA`  5510`  0012530000`
400`  V`  KOFI`  YCOA`  3310`  0041000000`
400`  VD`  A001`  YCOA`  3310`  0012530000`
400`  V`  KOFI`  YCOA`  1210`  0041000000`
400`  VD`  A001`  YCOA`  1210`  0012530000`
400`  V`  KOFI`  YCOA`  7K10`  0041000000`
400`  VD`  A001`  YCOA`  7K10`  0012530000`
400`  V`  KOFI`  YCOA`  4310`  0041000000`
400`  VD`  A001`  YCOA`  4310`  0012530000`
400`  V`  KOFI`  CABE`  FN01`  0000700000`
400`  V`  KOFI`  CACH`  FN01`  0000030000`
400`  V`  KOFI`  CACN`  FN01`  0051010100`
400`  V`  KOFI`  CACO`  FN01`  0041709580`
400`  V`  KOFI`  CACZ`  FN01`  0000601000`
400`  V`  KOFI`  CAES`  FN01`  0000700000`
400`  V`  KOFI`  CAFI`  FN01`  0000310000`
400`  V`  KOFI`  CAFR`  FN01`  0000709100`
