CCCATEGORY [C(00002)]`CCCOPYLOCK [C(00002)]`CCCORACTIV [C(00002)]`CCNOCLIIND [C(00002)]`MANDT [C(00006)]`MTEXT [C(00050)]`CHANGEDATE [D(00016)]
S`  X`  1`  `  000`  SAP AG`  20200613
D`  `  2`  `  100`  Demo client US & DE`  20201127
T`  `  1`  `  200`  Ready-to-activate client`  20201208
D`  `  1`  `  400`  Fully-activated client`  20201108
P`  `  1`  `  500`  500`  20201217
