MANDT [C(00006)]`VKORG [C(00008)]`WAERS [C(00010)]`BUKRS [C(00008)]`ADRNR [C(00020)]`TXNAM_ADR [C(00032)]`TXNAM_KOP [C(00032)]`TXNAM_FUS [C(00032)]`TXNAM_GRU [C(00032)]`VKOAU [C(00008)]`KUNNR [C(00020)]`BOAVO [C(00002)]`VKOKL [C(00004)]`EKORG [C(00008)]`EKGRP [C(00006)]`LIFNR [C(00020)]`WERKS [C(00008)]`BSART [C(00008)]`BSTYP [C(00002)]`BWART [C(00006)]`LGORT [C(00008)]`TXNAM_SDB [C(00032)]`MWSKZ [C(00004)]`XSTCEG [C(00002)]`J_1ANUTIME [C(00002)]`MAXBI [C(00006)]
400`  8570`  `  8570`  0000028889`  `  `  `  `  8570`  `  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  9390`  CNY`  9390`  0000029041`  `  `  `  `  9390`  `  `  `  `  `  `  A930`  `  F`  `  A930`  `  `  `  `  000
400`  93A9`  CNY`  93A9`  0000028907`  `  `  `  `  93A9`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  9700`  CNY`  9700`  0000029363`  `  `  `  `  9700`  `  X`  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  A000`  CNY`  A000`  0000028310`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  A198`  CNY`  A198`  0000030963`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  A888`  RMB`  1310`  0000031302`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  AR00`  CNY`  AR00`  0000029624`  ADRS_SENDER`  ADRS_HEADER`  ADRS_FOOTER`  ADRS_SIGNATURE`  AR00`  `  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  AR10`  CNY`  AR10`  0000029625`  ADRS_SENDER`  ADRS_HEADER`  ADRS_FOOTER`  ADRS_SIGNATURE`  AR10`  `  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  B001`  CNY`  B001`  0000028516`  `  `  `  `  B001`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  CN02`  CNY`  CN02`  0000028521`  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  `  `  01`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  DDDD`  CNY`  DDDD`  0000029092`  `  `  `  `  `  `  X`  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  DM01`  `  BJDM`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  DM02`  `  BJDM`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  DS01`  JPY`  D001`  0000030362`  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  `  `  JP`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  FJB1`  `  FJB1`  0000030391`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  FJB2`  `  FJB1`  0000030392`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  FJB3`  `  FJB1`  0000030393`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  FN01`  EUR`  LL00`  `  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  FN01`  `  `  01`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  FN02`  EUR`  LL00`  `  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  FN02`  `  `  01`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  R101`  JPY`  R100`  0000028283`  `  `  `  `  R101`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  S001`  CNY`  S001`  0000028650`  `  `  `  `  1310`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  TM98`  CNY`  A003`  0000029433`  `  `  `  `  TM98`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  TM99`  CNY`  A002`  0000029432`  `  `  `  `  TM99`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  W100`  CNY`  1320`  0000029520`  `  `  `  `  `  `  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  XXXS`  CNY`  XXGS`  0000028076`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  XXXZ`  CNY`  XXGS`  0000028077`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  Z011`  JPY`  0001`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  Z100`  JPY`  Z100`  0000030156`  `  `  `  `  Z100`  0000005204`  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  Z200`  JPY`  7878`  0000030173`  `  `  `  `  Z100`  0000005204`  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  Z500`  CNY`  Z500`  0000030951`  `  `  `  `  1310`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  Z501`  EUR`  Z501`  `  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  `  `  01`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  Z510`  CNY`  Z510`  `  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  ZB7010`  `  CN`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  Z777`  JPY`  7777`  0000029143`  `  `  `  `  Z777`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZF01`  CNY`  A002`  0000029654`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZF02`  CNY`  A002`  0000029773`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZH01`  JPY`  ZZ01`  0000029669`  `  `  `  `  `  `  `  JP`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZP01`  CNY`  ZP01`  0000031201`  `  `  `  `  `  `  `  01`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZS01`  CNY`  ZS01`  `  `  `  `  `  `  `  `  CN`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  ZSAP`  JPY`  ZSAP`  0000029904`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZW01`  JPY`  Z100`  0000030240`  `  `  `  `  Z777`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZY11`  CNY`  ZYF1`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZZ02`  JPY`  ZZ02`  0000029455`  `  `  `  `  ZW01`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZZ20`  CNY`  1310`  0000030846`  `  `  `  `  1310`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZZ30`  CNY`  1310`  0000030883`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZZ40`  CNY`  1310`  0000031100`  `  `  `  `  1310`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZZ90`  JPY`  ZZ02`  0000030990`  `  `  `  `  ZW01`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  ZZMC`  JPY`  ZZMC`  0000030041`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
