MANDT [C(00006)]`VKORG [C(00008)]`WAERS [C(00010)]`BUKRS [C(00008)]`ADRNR [C(00020)]`TXNAM_ADR [C(00032)]`TXNAM_KOP [C(00032)]`TXNAM_FUS [C(00032)]`TXNAM_GRU [C(00032)]`VKOAU [C(00008)]`KUNNR [C(00020)]`BOAVO [C(00002)]`VKOKL [C(00004)]`EKORG [C(00008)]`EKGRP [C(00006)]`LIFNR [C(00020)]`WERKS [C(00008)]`BSART [C(00008)]`BSTYP [C(00002)]`BWART [C(00006)]`LGORT [C(00008)]`TXNAM_SDB [C(00032)]`MWSKZ [C(00004)]`XSTCEG [C(00002)]`J_1ANUTIME [C(00002)]`MAXBI [C(00006)]
400`  `  `  0001`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  0001`  EUR`  0001`  0000023053`  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  `  `  01`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  0003`  USD`  0003`  `  ADRS_SENDER`  ADRS_HEADER`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  0077`  `  0077`  0000031373`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1006`  CNY`  1006`  0000029853`  `  `  `  `  1006`  0000003000`  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1010`  EUR`  1010`  0000023445`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1107`  EUR`  1010`  0000028928`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1110`  GBP`  1110`  0000024033`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1210`  EUR`  1210`  0000025764`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1310`  CNY`  1310`  0000023901`  `  `  `  `  1310`  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1410`  BRL`  1410`  0000027486`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1510`  JPY`  1510`  0000026081`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1610`  RUB`  1610`  0000024749`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1710`  USD`  1710`  0000023446`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1810`  INR`  1810`  0000026428`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  1910`  SEK`  1910`  0000024543`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2000`  CNY`  2000`  0000031096`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2001`  CNY`  2001`  0000031098`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2006`  CNY`  2006`  0000029991`  `  `  `  `  2006`  0000003000`  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2010`  CZK`  2010`  0000027270`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2030`  CNY`  2030`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2110`  HUF`  2110`  0000026733`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2210`  CHF`  2210`  0000027370`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2310`  EUR`  2310`  0000026304`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2410`  EUR`  2410`  0000027056`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2510`  EUR`  2510`  0000027537`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2610`  PLN`  2610`  0000025014`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2702`  RMB`  0027`  0000028124`  ZHENGZHOU`  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2810`  RON`  2810`  0000024829`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  2910`  CAD`  2910`  0000026191`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3000`  CNY`  3000`  0000028968`  ADRS_SENDER`  ADRS_HEADER`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  `  `  CN`  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3010`  AUD`  3010`  0000027657`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3210`  DKK`  3210`  0000027172`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3310`  AED`  3310`  0000025659`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3510`  EUR`  3510`  0000024930`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3610`  TRY`  3610`  0000024260`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3710`  EUR`  3710`  0000025321`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  3910`  EUR`  3910`  0000027768`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  4210`  EUR`  4210`  0000026519`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  4310`  KRW`  4310`  0000025994`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  4410`  NOK`  4410`  0000023728`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  4510`  EUR`  4510`  0000026947`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  5110`  IDR`  5110`  0000026635`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  5410`  MYR`  5410`  0000025440`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  5510`  MXN`  5510`  0000025551`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  5810`  PHP`  5810`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  5910`  SAR`  5910`  0000024653`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6110`  SGD`  6110`  0000024434`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6210`  HKD`  6210`  0000026842`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6310`  TWD`  6310`  0000024149`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6410`  ZAR`  6410`  0000023817`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6661`  CNY`  6666`  0000029614`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6800`  CNY`  6800`  0000028952`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6810`  THB`  6810`  0000024347`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  6910`  NZD`  6910`  0000025219`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  7000`  CNY`  7000`  `  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  ZB7010`  `  CN`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  7010`  CNY`  7010`  `  ADRESS TEXT`            R`  ADRS_FOOTER`  ADRS_SIGNATURE`  `  ZB7000`  `  CN`  `  `  `  `  `  F`  `  `  `  `  A`  `  000
400`  7050`  CNY`  0001`  `  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  7K10`  EUR`  7K10`  0000025880`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
400`  8118`  CNY`  8118`  0000031118`  `  `  `  `  `  `  `  `  `  `  `  `  `  F`  `  `  `  `  `  `  000
