NAME [C(00080)]`OBJECT [C(00008)]`OBJ_NAME [C(00080)]
7DC2D3A640A1ED3422A3E948072F95`  IWSV`  MM_PUR_SEV_ADJSC                   0001
7DC3F43D57BD7BF9926BE41F55E310`  IWSV`  LCM_LEGALTR_MANAGE                 0001
7F87D2609BE3DC4D9F032F87497068`  IWSV`  I_JOURNALENTRYITEMBASIC_CDS        0001
7FC97963520470F4889C21676DD497`  IWSV`  HRMSS_LEAVE_APPROVAL_SERVICE       0001
8015B2E4231E0784BB8B991ECF7612`  IWSV`  MM_PUR_PO_AI_MAINTAIN              0001
80AD2B0C644A8E677864F44910A058`  IWSV`  LO_BM_BATCH_SRV                    0001
80DA89C054FDB94AB7A446D913EC97`  IWSV`  MD_BP_CONTACT_MAINTAIN_SRV         0001
814F4F18002618E810F446C26063A3`  IWSV`  MPE_DOCUMENT_LIST_SRV              0001
815BC79610B4F17B98A702C75475DB`  IWSV`  MM_PUR_PO_MAINT_V2_SRV             0001
81C61C8DCD2173B886C0B7B48A93E7`  IWSV`  LE_SHP_INBOUND_DELIVERY_FS_SRV     0001
81E36729EACC2C8159D2F27C590647`  IWSV`  MDIF_UPLOAD_TRM_SRV                0001
81F013BD6A99E8323DEF0396A0218C`  IWSV`  LCM_TASK_MANAGE_SRV                0001
82C1A13A624919D34AA80D09BAFB64`  IWSV`  MM_PUR_MASSUPDT_SIMLN_SRV          0001
82DACB348A3C09786D98F8D384CDDA`  IWSV`  MM_SUPPLIER_INVOICE_MANAGE         0001
84178B1295DD91462C152494313674`  IWSV`  MPE_QUALIFICATIONS_SRV             0001
84A6FEBAC15B876C8FECA8391B8F1F`  IWSV`  ISU_BI_PERDC_OVP_SRV               0001
8535A57B6BF520C38DB9F84147E730`  IWSV`  MPE_PRODOPER_POVER                 0001
85472064AF9E76F7B4AD43B69355A4`  IWSV`  MMIM_EXTERNALTEST_SRV              0001
856A54AE75B6C5D6021C38300EA09F`  IWSV`  MMPUR_REQ_APPROVAL_COMPLETION_SRV_00001
8718968EC16315D989CFB93D7CCE3C`  IWSV`  LO_GST_INB_INV_CREATE_SRV          0001
874E0E6A8F4BBE3709F4B6A00C052A`  IWSV`  MDG_FINANCIALS                     0001
8754EE254EBD68C018579B3BD73CF0`  IWSV`  HCM_TEAM_SERVICES_SRV              0001
88BFAD23ABEB30FCC7FB82ED289C29`  IWSV`  MDC_PROCESS_SRV__MDC_147           0001
8A23F6E575E2C1A1BA47EB59A0B8DC`  IWSV`  J_1BNFE_CONTINGENCY_SRV            0001
8AE80D0D5CB9AA2D6CE7CF04ED2840`  IWSV`  LO_VCHCLF_OVP_MODELER_SRV          0001
8B531FDE8B20F6354322CB816BE722`  IWSV`  I_FRTUNITITTEM_CDS                 0001
8CDDFCD8618D190065176E68ACD145`  IWSV`  LE_SHP_WHSE_CLERK_OVP_SRV          0001
8DA3E74493CE9C0B4BB9430682D919`  IWSV`  MPE_CERTIFICATE_SRV                0001
8DCF98BC05649CE16392CC284CFFA6`  IWSV`  HCM_TIMESHEET_MAN_SRV              0001
8E496C53A752AF19633F39EE1DEFC4`  IWSV`  HCM_TIMESHEET_APPROVE_SRV          0001
8F0CB23A1946E3443D30BECE82A5CC`  IWSV`  MPEACTIONREASONCODEGROUP_SRV       0001
8F5611A439659DAEE1716B5A68CC60`  IWSV`  MDG_COSTCENTER_SRV                 0001
8FBA4E5E301199C0AF6E5D0DB7F58E`  IWSV`  MMPUR_REL_STRAT_CLASS_SRV          0001
917835FD139BA901C68FA5FD073DAC`  IWSV`  IRWC                               0001
91FEFDF1896C94661B83DA4DA49507`  IWSV`  LO_VCHCLF_OBJECT_DEPENDENCY_SRV    0001
921B4843DD650846231328144AAC10`  IWSV`  I_AIVS_AI_CDSINFO_CDS              0001
92CCE42D8BE360FAAD6F457933D726`  IWSV`  MPE_MANAGE_RTG_VERSION_SRV         0001
9301942C536B6A532118BAFC4490D1`  IWSV`  MM_PUR_MAT_GRP                     0001
93797B1920B6E8054BFF23D2CB0BA0`  IWSV`  MD_BP_POPOVER_SRV                  0001
9450E0835B09459E9FD93CEDF2610C`  IWSV`  HCM_TEAM_CALENDAR_SRV              0001
9473B55978E44B073F7CD7FB0A3ED0`  IWSV`  J_1BNFE_MONITOR_SRV                0001
94A60F204F85980DAAEAB5E58F4AC7`  IWSV`  MPE_WI_SRV                         0001
95457132A1C2E3ED3F7984C563FC10`  IWSV`  MPE_SFI_EXECUTION_SRV              0001
95857824F89DB4296F9F555D0C7BF5`  IWSV`  LO_JOURNAL_VOUCHER_CREATE_SRV      0001
95A9965301538BA42B93B222FD4888`  IWSV`  MM_IM_PHYS_INV_MASS_CREATE_SRV_01  0001
96BFC5B499DBBBA82666B4D05604A1`  IWSV`  I_SCBO_TRACEHEADER_CDS             0001
96EBBBD98B5D8058C98D2C2167AF64`  IWSV`  HRESS_EMP_WORK_FEEDS_SERVICE       0001
970DE73BAD457E8D81BB2245816289`  IWSV`  ISU_MR_PERDC_SCHDLN                0001
973A8671D4BDD241C0D85CAB188C41`  IWSV`  ILM_STORE_DEFCONF_SERVICE          0001
97B981E6C154EAD2214BF932FFAF19`  IWSV`  ICA_MATCH_METHOD_SRV               0001
986E853EF8E3289A26E02EF78DBFF0`  IWSV`  ILM_ARCH_VARIANT_DIST_SERVICE      0001
99105289FB96166DF9FE5C505DA37F`  IWSV`  MAINTORDTYPSRV                     0001
995A877661706F2D52D38F996373DD`  IWSV`  INCOTFORCITY                       0001
99D51B9B22A25BEAABD4D69E53C9F7`  IWSV`  MDC_PROCESS_SRV__1405              0001
99F81BBC08A19C9FAE7F29244AF83F`  IWSV`  LCM_CATEGORY_MANAGE                0001
9A34F681848FB2E9887BA62D00C314`  IWSV`  MDG_MYCR_SRV                       0001
9A6CD0775BBB633EEAEF5A4A73311B`  IWSV`  I_SADLD_DRAFTROOTCOREWD_CDS        0001
9AD9AB2015D705195B0A2733F13962`  IWSV`  MPE_PROCESSORDER_OBJPG_SRV         0001
9B2A7E1E7290B2DCF185C65B9A5354`  IWSV`  J_1BNFE_OUTPUT_MANAGEMENT_400_SRV  0001
9B442A47A56A62AD48909302D52FEB`  IWSV`  HRMSS_SUBS_ACTION_MENU             0001
9C2D015154130CC90C82E7B0CDAD7C`  IWSV`  MODEOFTRANS                        0001
9CDA83BBBE5860A93FB5D7A403673B`  IWSV`  MATERIALINVENTORYOVP_SRV           0001
9FDDF56230F1AF472F0003BAC061FD`  IWSV`  ILM_DESTR_SRV                      0001
A0821C2D4EF280D61F85002C5EAF16`  IWSV`  MD_PRODUCT_MAINTAIN_SRV            0001
A10D18519759F68C7F2F56DE0B0085`  IWSV`  ICA_MATCHING_DOC_SRV               0001
A27C7E828FA6BCB003DECC4A59ABC6`  IWSV`  MM_PUR_PODWNPAYT_MNTR_SRV          0001
A31D398477BDAD35932292314AF011`  IWSV`  MM_PUR_REQ_HISTORY_SRV             0001
A487D24778D4DBC6F3C39BCE163427`  IWSV`  MM_PUR_PO_APPROVE_SRV              0001
A55BF24D47CD7ED3449DF3A9119BC1`  IWSV`  LCM_LEGAL_TASK_MANAGE              0001
A5B29BED2A41F087632F09113F2430`  IWSV`  MDG_SUPPLIER_SRV                   0001
A5BCC00845EDE016B9FDD21929381F`  IWSV`  MDG_DRILL_DOWN_UTILITY             0001
A5D2EC5EBCFAA28AAC93A6BE2678A1`  IWSV`  LE_SHP_DELIVERY_CREATE             0001
A60113142999CB25622237306EECC9`  IWSV`  MPE_OA_HISTORY_SRV                 0001
A6186AF681A0786A12C2891A6C5921`  IWSV`  MMIM_DEADSTOCKMATERIAL_SRV         0001
