MANDT [C(00006)]`ANLKL [C(00016)]`KTOGR [C(00016)]`FELEI [C(00008)]`ANEQK [C(00002)]`NUMKR [C(00004)]`XSPEA [C(00002)]`XUNTV [C(00002)]
400`  00001000`  00160000`  S100`  0`  01`  `
400`  00001100`  00160010`  S110`  0`  01`  `
400`  00001200`  00160000`  S100`  0`  01`  `
400`  00001500`  00160030`  S110`  0`  01`  `
400`  00002000`  00160020`  S200`  0`  02`  `
400`  00003000`  00160060`  S300`  0`  03`  `
400`  00003100`  00160040`  S310`  0`  05`  `
400`  00003200`  00160070`  S320`  0`  06`  `
400`  00003210`  00160080`  S320`  0`  06`  `
400`  00003300`  00160050`  S300`  0`  03`  `
400`  00004000`  00160090`  S400`  0`  04`  `
400`  00004001`  00160090`  S400`  0`  04`  `
400`  00005000`  00160200`  S330`  0`  08`  `
400`  00006000`  00060000`  S500`  0`  03`  X`
400`  00006100`  00060000`  S500`  0`  03`  X`
400`  00006210`  00160001`  S100`  0`  01`  `
400`  00006220`  00160011`  S110`  0`  01`  `
400`  00006230`  00160071`  S320`  0`  01`  `
400`  00006240`  00160061`  S300`  0`  01`  `
400`  00006250`  00160021`  S200`  0`  01`  `
400`  00006260`  00160041`  S200`  0`  01`  `
400`  00006270`  00160051`  S300`  0`  01`  `
400`  00006310`  00160002`  S100`  0`  01`  `
400`  00006320`  00160012`  S110`  0`  01`  `
400`  00006330`  00160072`  S320`  0`  01`  `
400`  00006340`  00160062`  S300`  0`  01`  `
400`  00006350`  00160022`  S200`  0`  01`  `
400`  00006360`  00160042`  S200`  0`  01`  `
400`  00006370`  00160052`  S300`  0`  01`  `
400`  00007000`  00070000`  7000`  0`  07`  `
400`  00008000`  00080000`  8000`  0`  03`  `
400`  00008100`  00081000`  8000`  0`  08`  `
400`  00008200`  00193300`  S900`  0`  09`  `
400`  00008300`  00021000`  S100`  0`  08`  `
400`  00009000`  00900000`  S900`  0`  09`  `
400`  0077DZSB`  0077D`  77AA`  0`  02`  `
400`  0077JZW`  0077F`  77AA`  0`  01`  `
400`  0077ZJGC`  0077Z`  77ZJ`  0`  03`  `
400`  10150101`  10150101`  ZF01`  1`  01`  `
400`  10150102`  10150102`  ZF04`  1`  02`  `
400`  10150103`  10150103`  ZF04`  1`  03`  `
400`  10150104`  10150104`  ZF01`  1`  04`  `
400`  10150105`  10150105`  ZF01`  1`  05`  `
400`  10150106`  10150106`  ZF01`  1`  06`  `
400`  10150107`  10150107`  ZF01`  1`  07`  `
400`  10150199`  10150199`  ZF01`  1`  29`  `
400`  30160301`  30160301`  ZF02`  1`  59`  `
400`  30160302`  30160302`  ZF02`  1`  59`  `
400`  30160399`  30160399`  ZF02`  1`  59`  `
400`  30180101`  30180101`  ZF03`  1`  31`  `
400`  30180103`  30180103`  ZF03`  1`  33`  `
400`  77JZW`  0077F`  77AA`  0`  01`  `
400`  77ZJGC`  0077Z`  77ZJ`  0`  03`  `
400`  ARZ100`  ARZ100`  Z100`  0`  01`  `
400`  ARZ200`  ARZ200`  Z200`  0`  02`  `
400`  ARZ300`  ARZ300`  Z300`  0`  03`  `
400`  ARZ400`  ARZ400`  Z400`  0`  04`  `
400`  ARZ500`  ARZ500`  Z500`  0`  05`  `
400`  ARZ600`  ARZ600`  Z600`  0`  06`  `
400`  ARZ700`  ARZ700`  Z700`  0`  07`  `
400`  ARZ800`  ARZ800`  Z800`  0`  08`  `
400`  BJDM01`  BJDM01`  DM01`  0`  01`  `
400`  BJDM02`  BJDM02`  DM02`  0`  02`  `
400`  BJDM08`  BJDM08`  DM08`  0`  08`  `
400`  FIAA_AUC`  `  `  0`  `  `
400`  FIAA_INV`  `  `  0`  `  `
400`  L1601`  L16001`  L161`  0`  01`  `
400`  RS1030`  RS1030`  RS99`  1`  08`  `
400`  RS1100`  RS1100`  RS13`  1`  01`  `
400`  RS1102`  RS1102`  RS13`  1`  01`  `
400`  RS1109`  RS1109`  RS13`  1`  01`  `
400`  RS1200`  RS1200`  RS14`  1`  01`  `
400`  RS1300`  RS1300`  RS13`  1`  01`  `
400`  RS2000`  RS2000`  RS01`  1`  01`  `
400`  RS2100`  RS2100`  RS01`  1`  01`  `
400`  RS2200`  RS2200`  RS03`  1`  01`  `
400`  RS2300`  RS2300`  RS04`  1`  01`  `
400`  RS2301`  RS2301`  RS04`  1`  01`  `
400`  RS2302`  RS2302`  RS05`  1`  03`  `
400`  RS2303`  RS2303`  RS06`  1`  01`  `
400`  RS2304`  RS2304`  RS08`  0`  03`  `
400`  RS2307`  RS2307`  RS08`  0`  03`  `
400`  RS2308`  RS2308`  RS06`  1`  01`  `
400`  RS2600`  RS2600`  RS07`  1`  09`  `
400`  RS2610`  RS2610`  RS07`  1`  09`  `
400`  RS2620`  RS2620`  RS07`  1`  09`  `
400`  RS2700`  RS2700`  RS10`  1`  01`  `
400`  X1000`  X1000`  X100`  0`  10`  `
400`  X2000`  X2000`  X200`  0`  20`  `
400`  X3000`  X3000`  X300`  0`  30`  `
400`  X4000`  X4000`  X400`  0`  40`  `
400`  XX01`  XXJT01`  XX01`  0`  01`  `
400`  XX02`  XXJT02`  XX02`  0`  02`  `
400`  XX03`  XXJT03`  XX03`  0`  03`  `
400`  XX04`  XXJT04`  XX04`  0`  04`  `
400`  XX05`  XXJT05`  XX05`  0`  05`  `
400`  XX06`  XXJT06`  XX06`  0`  06`  `
400`  XX07`  XXJT07`  XX07`  0`  07`  `
400`  XX08`  XXJT08`  XX08`  0`  08`  `
400`  XX09`  XXJT09`  XX09`  0`  08`  `
400`  Z001`  Z001`  Z001`  0`  01`  `
400`  Z002`  Z002`  Z002`  0`  02`  `
400`  Z003`  Z003`  Z003`  0`  03`  `
