MANDT [C(00006)]`AFAPL [C(00008)]`AFASL [C(00008)]`AFACLA [C(00002)]`AFATYP [C(00002)]`AFARSL [C(00008)]`METDEG [C(00006)]`METPER [C(00006)]`METSTU [C(00006)]`PHASE [C(00002)]
400`  0077`  0000`  0`  N`  0002`  001`  001`  001`  1
400`  0077`  77ZJ`  `  N`  0011`  `  002`  001`  1
400`  0077`  DG20`  2`  N`  0007`  002`  002`  002`  1
400`  0077`  DG20`  1`  N`  0011`  001`  003`  001`  2
400`  0077`  DG20`  1`  N`  0017`  001`  003`  008`  3
400`  0077`  DG25`  2`  N`  0007`  003`  002`  002`  1
400`  0077`  DG25`  1`  N`  0011`  001`  003`  001`  2
400`  0077`  DG25`  1`  N`  0017`  001`  003`  008`  3
400`  0077`  DG30`  2`  N`  0007`  004`  002`  002`  1
400`  0077`  DG30`  1`  N`  0011`  001`  003`  001`  2
400`  0077`  DG30`  1`  N`  0017`  001`  003`  008`  3
400`  0077`  GL20`  1`  N`  0014`  001`  003`  003`  1
400`  0077`  GL25`  1`  N`  0014`  001`  001`  004`  1
400`  0077`  GWG`  1`  N`  0017`  001`  003`  008`  1
400`  0077`  LINA`  1`  N`  0009`  001`  003`  005`  1
400`  0077`  LINA`  0`  Z`  0030`  001`  001`  006`  1
400`  0077`  LINB`  1`  N`  0007`  001`  003`  005`  1
400`  0077`  LINB`  0`  Z`  0030`  001`  001`  007`  1
400`  0077`  LINC`  1`  N`  0010`  001`  003`  005`  1
400`  0077`  LINC`  0`  Z`  0031`  001`  001`  006`  1
400`  0077`  LINI`  1`  N`  0007`  001`  003`  005`  1
400`  0077`  LINJ`  1`  N`  0007`  001`  004`  005`  1
400`  0077`  LINK`  1`  N`  0007`  001`  002`  005`  1
400`  0077`  LINR`  1`  N`  0011`  001`  002`  001`  1
400`  0077`  LINR`  1`  N`  0017`  001`  003`  008`  2
400`  0077`  LINS`  1`  N`  0011`  001`  003`  001`  1
400`  0077`  LINS`  1`  N`  0017`  001`  003`  008`  2
400`  0077`  LINU`  1`  N`  0011`  001`  004`  001`  1
400`  0077`  LINU`  1`  N`  0017`  001`  003`  008`  2
400`  0077`  MANU`  3`  N`  0002`  001`  004`  008`  1
400`  0077`  STCK`  3`  N`  0018`  001`  003`  005`  1
400`  0AR`  0000`  0`  N`  0002`  001`  001`  001`  1
400`  0AR`  DG20`  2`  N`  0007`  002`  002`  002`  1
400`  0AR`  DG20`  1`  N`  0011`  001`  003`  001`  2
400`  0AR`  DG20`  1`  N`  0017`  001`  003`  012`  3
400`  0AR`  DG25`  2`  N`  0007`  003`  002`  002`  1
400`  0AR`  DG25`  1`  N`  0011`  001`  003`  001`  2
400`  0AR`  DG25`  1`  N`  0017`  001`  003`  012`  3
400`  0AR`  DG30`  2`  N`  0007`  004`  002`  002`  1
400`  0AR`  DG30`  1`  N`  0011`  001`  003`  001`  2
400`  0AR`  DG30`  1`  N`  0017`  001`  003`  012`  3
400`  0AR`  GD10`  2`  N`  0014`  001`  004`  003`  1
400`  0AR`  GD10`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  GD35`  2`  N`  0014`  001`  004`  004`  1
400`  0AR`  GD35`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  GD50`  2`  N`  0014`  001`  004`  005`  1
400`  0AR`  GD50`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  GD70`  2`  N`  0014`  001`  004`  006`  1
400`  0AR`  GD70`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  GL20`  1`  N`  0014`  001`  003`  007`  1
400`  0AR`  GL25`  1`  N`  0014`  001`  001`  008`  1
400`  0AR`  GWG`  1`  N`  0017`  001`  003`  012`  1
400`  0AR`  LINA`  1`  N`  0009`  001`  003`  009`  1
400`  0AR`  LINA`  0`  Z`  0030`  001`  001`  010`  1
400`  0AR`  LINB`  1`  N`  0007`  001`  003`  009`  1
400`  0AR`  LINB`  0`  Z`  0030`  001`  001`  011`  1
400`  0AR`  LINC`  1`  N`  0010`  001`  003`  009`  1
400`  0AR`  LINC`  0`  Z`  0031`  001`  001`  010`  1
400`  0AR`  LINI`  1`  N`  0007`  001`  003`  009`  1
400`  0AR`  LINJ`  1`  N`  0007`  001`  004`  009`  1
400`  0AR`  LINK`  1`  N`  0007`  001`  002`  009`  1
400`  0AR`  LINR`  1`  N`  0011`  001`  002`  001`  1
400`  0AR`  LINR`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  LINS`  1`  N`  0011`  001`  003`  001`  1
400`  0AR`  LINS`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  LINU`  1`  N`  0011`  001`  004`  001`  1
400`  0AR`  LINU`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  MANU`  3`  N`  0002`  001`  004`  012`  1
400`  0AR`  RV10`  1`  N`  0011`  001`  005`  013`  1
400`  0AR`  RV10`  1`  N`  0017`  001`  003`  012`  2
400`  0AR`  S7DA`  0`  N`  0002`  001`  001`  001`  1
400`  0AR`  S7DA`  3`  S`  0021`  001`  004`  014`  1
400`  0AR`  S7DB`  0`  N`  0002`  001`  001`  001`  1
