PATCH [C(00040)]`SHORT_TEXT [C(00120)]`STATUS [C(00002)]`IMPLE_DATE [D(00016)]`L_IMPL_REL [C(00008)]`DELIV_DATE [D(00016)]`IMPLE_TIME [T(00012)]`COMP_REL [C(00020)]`COMPONENT [C(00060)]
SAPKE60443`  SP 43 for SAP_HR 604`  I`  20150226`  740`  20111215`  113922`  604`  SAP_HR
SAPKE60444`  SP 44 for SAP_HR 604`  I`  20150226`  740`  20120116`  113923`  604`  SAP_HR
SAPKE60445`  SP 45 for SAP_HR 604`  I`  20150226`  740`  20120207`  113924`  604`  SAP_HR
SAPKE60446`  SP 46 for SAP_HR 604`  I`  20150226`  740`  20120307`  113925`  604`  SAP_HR
SAPKE60447`  SP 47 for SAP_HR 604`  I`  20150226`  740`  20120403`  113926`  604`  SAP_HR
SAPKE60448`  SP 48 for SAP_HR 604`  I`  20150226`  740`  20120508`  113927`  604`  SAP_HR
SAPKE60449`  SP 49 for SAP_HR 604`  I`  20150226`  740`  20120605`  113929`  604`  SAP_HR
SAPKE60450`  SP 50 for SAP_HR 604`  I`  20150226`  740`  20120703`  113930`  604`  SAP_HR
SAPKE60451`  SP 51 for SAP_HR 604`  I`  20150226`  740`  20120806`  113932`  604`  SAP_HR
SAPKE60452`  SP 52 for SAP_HR 604`  I`  20150226`  740`  20120905`  113934`  604`  SAP_HR
SAPKE60453`  SP 53 for SAP_HR 604`  I`  20150226`  740`  20121008`  113936`  604`  SAP_HR
SAPKE60454`  SP 54 for SAP_HR 604`  I`  20150226`  740`  20121106`  113938`  604`  SAP_HR
SAPKE60455`  SP 55 for SAP_HR 604`  I`  20150226`  740`  20121205`  113940`  604`  SAP_HR
SAPKE60456`  SP 56 for SAP_HR 604`  I`  20150226`  740`  20121214`  113943`  604`  SAP_HR
SAPKE60457`  SP 57 for SAP_HR 604`  I`  20150226`  740`  20130122`  113945`  604`  SAP_HR
SAPKE60458`  SP 58 for SAP_HR 604`  I`  20150226`  740`  20130212`  113947`  604`  SAP_HR
SAPKE60459`  SP 59 for SAP_HR 604`  I`  20150226`  740`  20130314`  113949`  604`  SAP_HR
SAPKE60460`  SP 60 for SAP_HR 604`  I`  20150226`  740`  20130409`  113951`  604`  SAP_HR
SAPKE60461`  SP 61 for SAP_HR 604`  I`  20150226`  740`  20130507`  113953`  604`  SAP_HR
SAPKE60462`  SP 62 for SAP_HR 604`  I`  20150226`  740`  20130611`  113955`  604`  SAP_HR
SAPKE60463`  SP 63 for SAP_HR 604`  I`  20150226`  740`  20130709`  113957`  604`  SAP_HR
SAPKE60464`  SP 64 for SAP_HR 604`  I`  20150226`  740`  20130807`  113959`  604`  SAP_HR
SAPKE60465`  SP 65 for SAP_HR 604`  I`  20150226`  740`  20130910`  114001`  604`  SAP_HR
SAPKE60466`  SP 66 for SAP_HR 604`  I`  20150226`  740`  20131009`  114003`  604`  SAP_HR
SAPKE60467`  SP 67 for SAP_HR 604`  I`  20150226`  740`  20131112`  114005`  604`  SAP_HR
SAPKE60468`  SP 68 for SAP_HR 604`  I`  20150226`  740`  20131203`  114007`  604`  SAP_HR
SAPKE60469`  SP 69 for SAP_HR 604`  I`  20150226`  740`  20131213`  114009`  604`  SAP_HR
SAPKE60470`  SP 70 for SAP_HR 604`  I`  20150226`  740`  20140122`  114011`  604`  SAP_HR
SAPKE60471`  SP 71 for SAP_HR 604`  I`  20150226`  740`  20140211`  114013`  604`  SAP_HR
SAPKE60472`  SP 72 for SAP_HR 604`  I`  20150226`  740`  20140312`  114015`  604`  SAP_HR
SAPKE60473`  SP 73 for SAP_HR 604`  I`  20150226`  740`  20140409`  114017`  604`  SAP_HR
SAPKE60474`  SP 74 for SAP_HR 604`  I`  20150226`  740`  20140515`  114019`  604`  SAP_HR
SAPKE60475`  SP 75 for SAP_HR 604`  I`  20150226`  740`  20140613`  114021`  604`  SAP_HR
SAPKE60476`  SP 76 for SAP_HR 604`  I`  20150226`  740`  20140708`  114023`  604`  SAP_HR
SAPKE60477`  SP 77 for SAP_HR 604`  I`  20150226`  740`  20140811`  114025`  604`  SAP_HR
SAPKE60478`  SP 78 for SAP_HR 604`  I`  20150226`  740`  20140909`  114027`  604`  SAP_HR
SAPKE60479`  SP 79 for SAP_HR 604`  I`  20150226`  740`  20141008`  114029`  604`  SAP_HR
SAPKE60480`  SP 80 for SAP_HR 604`  I`  20150226`  740`  20141112`  114031`  604`  SAP_HR
SAPKE60481`  SP 81 for SAP_HR 604`  I`  20150226`  740`  20141204`  114033`  604`  SAP_HR
SAPKE60801`  SAP_HR 608: SP 0001`  I`  20150528`  740`  20140409`  181145`  608`  SAP_HR
SAPKE60802`  SAP_HR 608: SP 0002`  I`  20150528`  740`  20140516`  181147`  608`  SAP_HR
SAPKE60803`  SAP_HR 608: SP 0003`  I`  20150528`  740`  201`  181149`  608`  SAP_HR
SAPKE60804`  SAP_HR 608: SP 0004`  I`  20150528`  740`  201`  181151`  608`  SAP_HR
SAPKE60805`  SAP_HR 608: SP 0005`  I`  20150528`  740`  201`  181153`  608`  SAP_HR
SAPKE60806`  SAP_HR 608: SP 0006`  I`  20150528`  740`  20140910`  181155`  608`  SAP_HR
SAPKE60807`  SAP_HR 608: SP 0007`  I`  20150528`  740`  20141007`  181157`  608`  SAP_HR
SAPKE60808`  SAP_HR 608: SP 0008`  I`  20150528`  740`  20141111`  181159`  608`  SAP_HR
SAPKE60809`  SAP_HR 608: SP 0009`  I`  20150528`  740`  201`  181201`  608`  SAP_HR
SAPKE60810`  SAP_HR 608: SP 0010`  I`  20150528`  740`  201`  181203`  608`  SAP_HR
SAPKE60811`  SAP_HR 608: SP 0011`  I`  20150528`  740`  201`  181205`  608`  SAP_HR
SAPKE60812`  SAP_HR 608: SP 0012`  I`  20150528`  740`  201`  181207`  608`  SAP_HR
SAPKE60813`  SAP_HR 608: SP 0013`  I`  20150811`  750`  20150811`  164122`  608`  SAP_HR
SAPKE60814`  SAP_HR 608: SP 0014`  I`  20150811`  750`  20150811`  164122`  608`  SAP_HR
SAPKE60815`  SAP_HR 608: SP 0015`  I`  20150811`  750`  20150811`  164122`  608`  SAP_HR
SAPKE60816`  SAP_HR 608: SP 0016`  I`  20150811`  750`  20150609`  164122`  608`  SAP_HR
SAPKE60817`  SAP_HR 608: SP 0017`  I`  20150811`  750`  20150708`  164122`  608`  SAP_HR
SAPKE60818`  SAP_HR 608: SP 0018`  I`  20150811`  750`  20150806`  164122`  608`  SAP_HR
SAPKE60819`  SAP_HR 608: SP 0019`  I`  20150909`  750`  20150908`  085606`  608`  SAP_HR
SAPKE60820`  SAP_HR 608: SP 0020`  I`  20160404`  751`  201`  171448`  608`  SAP_HR
SAPKE60821`  SAP_HR 608: SP 0021`  I`  20160404`  751`  201`  171450`  608`  SAP_HR
SAPKE60822`  SAP_HR 608: SP 0022`  I`  20160404`  751`  201`  171452`  608`  SAP_HR
SAPKE60823`  SAP_HR 608: SP 0023`  I`  20160404`  751`  201`  171454`  608`  SAP_HR
SAPKE60824`  SAP_HR 608: SP 0024`  I`  20160404`  751`  201`  171456`  608`  SAP_HR
SAPKE60825`  SAP_HR 608: SP 0025`  I`  20160404`  751`  201`  171458`  608`  SAP_HR
SAPKE60826`  SAP_HR 608: SP 0026`  I`  20160404`  751`  20160307`  171500`  608`  SAP_HR
SAPKE60827`  SAP_HR 608: SP 0027`  I`  20160408`  751`  20160407`  171500`  608`  SAP_HR
SAPKE60828`  SAP_HR 608: SP 0028`  I`  20160508`  751`  20160507`  171500`  608`  SAP_HR
SAPKE60829`  SAP_HR 608: SP 0029`  I`  20160805`  751`  20160606`  065104`  608`  SAP_HR
SAPKE60830`  SAP_HR 608: SP 0030`  I`  20160805`  751`  20160713`  065106`  608`  SAP_HR
SAPKGPDD01`  SP 01 for EA-DFPS 600`  I`  20051024`  700`  20051024`  000001`  600`  EA-DFPS
SAPKGPDD02`  SP 02 for EA-DFPS 6.00`  I`  20060208`  700`  200`  181012`  600`  EA-DFPS
SAPKGPDD03`  SP 03 for EA-DFPS 6.00`  I`  20060313`  700`  20060127`  140241`  600`  EA-DFPS
SAPKGPDD04`  SP 04 for EA-DFPS 6.00`  I`  20060703`  700`  200`  155114`  600`  EA-DFPS
SAPKGPDD05`  SP 05 for EA-DFPS 6.00`  I`  20060711`  700`  200`  154152`  600`  EA-DFPS
SAPKGPDD06`  SP 06 for EA-DFPS 6.00`  I`  20060920`  700`  200`  161604`  600`  EA-DFPS
SAPKGPDD07`  SP 07 for EA-DFPS 6.00`  I`  20070918`  700`  20061112`  101210`  600`  EA-DFPS
SAPKGPDD08`  SP 08 for EA-DFPS 6.00`  I`  20070918`  700`  20070202`  101211`  600`  EA-DFPS
SAPKGPDD09`  SP 09 for EA-DFPS 6.00`  I`  20070918`  700`  20070423`  101212`  600`  EA-DFPS
SAPKGPDD10`  SP 10 for EA-DFPS 6.00`  I`  20070918`  700`  20070625`  101213`  600`  EA-DFPS
SAPKGPDD11`  SP 11 for EA-DFPS 6.00`  I`  20071120`  700`  20071019`  132009`  600`  EA-DFPS
SAPKGPDD12`  SP 12 for EA-DFPS 6.00`  I`  20080505`  700`  20080221`  160227`  600`  EA-DFPS
SAPKGPDD13`  SP 13 for EA-DFPS 6.00`  I`  20080626`  701`  20080505`  113736`  600`  EA-DFPS
SAPKGPDD14`  SP 14 for EA-DFPS 6.00`  I`  20081217`  701`  200`  124014`  600`  EA-DFPS
SAPKGPDD15`  SP 15 for EA-DFPS 6.00`  I`  20090218`  701`  20090107`  091617`  600`  EA-DFPS
SAPKGPDD16`  SP 16 for EA-DFPS 6.00`  I`  20091125`  702`  20090720`  162526`  600`  EA-DFPS
SAPKGPDD17`  SP 17 for EA-DFPS 6.00`  I`  20110810`  702`  20100226`  074343`  600`  EA-DFPS
SAPKGPDD18`  SP 18 for EA-DFPS 6.00`  I`  20110810`  702`  201`  150237`  600`  EA-DFPS
SAPKGPDD19`  SP 19 for EA-DFPS 6.00`  I`  20110810`  702`  20110201`  150238`  600`  EA-DFPS
SAPKGPDD20`  SP 20 for EA-DFPS 6.00`  I`  20130531`  740`  20110822`  135652`  600`  EA-DFPS
SAPKGPDD21`  SP 21 for EA-DFPS 6.00`  I`  20130531`  740`  20120302`  135722`  600`  EA-DFPS
SAPKGPDD22`  SP 22 for EA-DFPS 6.00`  I`  20130531`  740`  20120904`  135747`  600`  EA-DFPS
SAPKGPDD23`  SP 23 for EA-DFPS 6.00`  I`  20130531`  740`  20130219`  135810`  600`  EA-DFPS
SAPKGPDD24`  SP 24 for EA-DFPS 6.00`  I`  20131128`  740`  20130813`  084458`  600`  EA-DFPS
SAPKGPDD25`  SP 25 for EA-DFPS 6.00`  I`  20140805`  740`  201`  094303`  600`  EA-DFPS
SAPKGPDD26`  SP 26 for EA-DFPS 6.00`  I`  20141010`  740`  20140714`  194613`  600`  EA-DFPS
SAPKGPHD01`  SP 01 for EA-HR 600`  I`  20051024`  700`  20051024`  000001`  600`  EA-HR
SAPKGPHD02`  SP 02 for EA-HR 6.00`  I`  20060208`  700`  20051212`  181009`  600`  EA-HR
SAPKGPHD03`  SP 03 for EA-HR 6.00`  I`  20060313`  700`  20060213`  140238`  600`  EA-HR
SAPKGPHD04`  SP 04 for EA-HR 6.00`  I`  20060703`  700`  200`  153015`  600`  EA-HR
SAPKGPHD05`  SP 05 for EA-HR 6.00`  I`  20060703`  700`  200`  153016`  600`  EA-HR
SAPKGPHD06`  SP 06 for EA-HR 6.00`  I`  20060920`  700`  200`  161601`  600`  EA-HR
SAPKGPHD07`  SP 07 for EA-HR 6.00`  I`  20060921`  700`  200`  112108`  600`  EA-HR
SAPKGPHD08`  SP 08 for EA-HR 6.00`  I`  20070913`  700`  20060911`  095732`  600`  EA-HR
SAPKGPHD09`  SP 09 for EA-HR 6.00`  I`  20070913`  700`  20061018`  095733`  600`  EA-HR
SAPKGPHD10`  SP 10 for EA-HR 6.00`  I`  20070913`  700`  20061113`  095734`  600`  EA-HR
SAPKGPHD11`  SP 11 for EA-HR 6.00`  I`  20070913`  700`  20061207`  095735`  600`  EA-HR
SAPKGPHD12`  SP 12 for EA-HR 6.00`  I`  20070913`  700`  20061218`  095736`  600`  EA-HR
SAPKGPHD13`  SP 13 for EA-HR 6.00`  I`  20070913`  700`  20070123`  095737`  600`  EA-HR
SAPKGPHD14`  SP 14 for EA-HR 6.00`  I`  20070913`  700`  20070220`  095738`  600`  EA-HR
SAPKGPHD15`  SP 15 for EA-HR 6.00`  I`  20070913`  700`  20070319`  095739`  600`  EA-HR
SAPKGPHD16`  SP 16 for EA-HR 6.00`  I`  20070913`  700`  20070419`  095740`  600`  EA-HR
SAPKGPHD17`  SP 17 for EA-HR 6.00`  I`  20070913`  700`  20070517`  095741`  600`  EA-HR
SAPKGPHD18`  SP 18 for EA-HR 6.00`  I`  20070913`  700`  20070612`  095742`  600`  EA-HR
SAPKGPHD19`  SP 19 for EA-HR 6.00`  I`  20071120`  700`  20070710`  132011`  600`  EA-HR
SAPKGPHD20`  SP 20 for EA-HR 6.00`  I`  20071120`  700`  20070813`  132013`  600`  EA-HR
SAPKGPHD21`  SP 21 for EA-HR 6.00`  I`  20071120`  700`  20070911`  132015`  600`  EA-HR
SAPKGPHD22`  SP 22 for EA-HR 6.00`  I`  20071120`  700`  20071024`  132017`  600`  EA-HR
SAPKGPHD23`  SP 23 for EA-HR 6.00`  I`  20080505`  700`  20071114`  160229`  600`  EA-HR
SAPKGPHD24`  SP 24 for EA-HR 6.00`  I`  20080505`  700`  20071206`  160231`  600`  EA-HR
SAPKGPHD25`  SP 25 for EA-HR 6.00`  I`  20080505`  700`  20071220`  160233`  600`  EA-HR
SAPKGPHD26`  SP 26 for EA-HR 6.00`  I`  20080505`  700`  20080122`  160235`  600`  EA-HR
SAPKGPHD27`  SP 27 for EA-HR 6.00`  I`  20080505`  700`  20080218`  160237`  600`  EA-HR
SAPKGPHD28`  SP 28 for EA-HR 6.00`  I`  20080626`  701`  20080317`  132402`  600`  EA-HR
SAPKGPHD29`  SP 29 for EA-HR 6.00`  I`  20080626`  701`  20080415`  132403`  600`  EA-HR
SAPKGPHD30`  SP 30 for EA-HR 6.00`  I`  20081217`  701`  20080515`  114538`  600`  EA-HR
SAPKGPHD31`  SP 31 for EA-HR 6.00`  I`  20081217`  701`  200`  114539`  600`  EA-HR
SAPKGPHD32`  SP 32 for EA-HR 6.00`  I`  20081217`  701`  200`  114540`  600`  EA-HR
SAPKGPHD33`  SP 33 for EA-HR 6.00`  I`  20081217`  701`  200`  114541`  600`  EA-HR
SAPKGPHD34`  SP 34 for EA-HR 6.00`  I`  20081217`  701`  200`  114542`  600`  EA-HR
SAPKGPHD35`  SP 35 for EA-HR 6.00`  I`  20081217`  701`  200`  114543`  600`  EA-HR
SAPKGPHD36`  SP 36 for EA-HR 6.00`  I`  20081217`  701`  200`  114544`  600`  EA-HR
SAPKGPHD37`  SP 37 for EA-HR 6.00`  I`  20081217`  701`  20081203`  114545`  600`  EA-HR
SAPKGPHD38`  SP 38 for EA-HR 6.00`  I`  20090218`  701`  20081218`  094004`  600`  EA-HR
SAPKGPHD39`  SP 39 for EA-HR 6.00`  I`  20091125`  702`  20090120`  162517`  600`  EA-HR
SAPKGPHD40`  SP 40 for EA-HR 6.00`  I`  20091125`  702`  200`  162518`  600`  EA-HR
SAPKGPHD41`  SP 41 for EA-HR 6.00`  I`  20091125`  702`  200`  162519`  600`  EA-HR
SAPKGPHD42`  SP 42 for EA-HR 6.00`  I`  20091125`  702`  200`  162520`  600`  EA-HR
SAPKGPHD43`  SP 43 for EA-HR 6.00`  I`  20091125`  702`  200`  162521`  600`  EA-HR
SAPKGPHD44`  SP 44 for EA-HR 6.00`  I`  20091125`  702`  20090608`  162522`  600`  EA-HR
SAPKGPHD45`  SP 45 for EA-HR 6.00`  I`  20091125`  702`  20090707`  162523`  600`  EA-HR
SAPKGPHD46`  SP 46 for EA-HR 6.00`  I`  20110810`  702`  20090811`  074346`  600`  EA-HR
SAPKGPHD47`  SP 47 for EA-HR 6.00`  I`  20110810`  702`  200`  074347`  600`  EA-HR
SAPKGPHD48`  SP 48 for EA-HR 6.00`  I`  20110810`  702`  200`  074348`  600`  EA-HR
SAPKGPHD49`  SP 49 for EA-HR 6.00`  I`  20110810`  702`  200`  074349`  600`  EA-HR
SAPKGPHD50`  SP 50 for EA-HR 6.00`  I`  20110810`  702`  20091204`  074350`  600`  EA-HR
SAPKGPHD51`  SP 51 for EA-HR 6.00`  I`  20110810`  702`  20091217`  074351`  600`  EA-HR
SAPKGPHD52`  SP 52 for EA-HR 6.00`  I`  20110810`  702`  20100119`  074352`  600`  EA-HR
SAPKGPHD53`  SP 53 for EA-HR 6.00`  I`  20110810`  702`  20100209`  074353`  600`  EA-HR
SAPKGPHD54`  SP 54 for EA-HR 6.00`  I`  20110810`  702`  201`  074354`  600`  EA-HR
SAPKGPHD55`  SP 55 for EA-HR 6.00`  I`  20110810`  702`  201`  074355`  600`  EA-HR
SAPKGPHD56`  SP 56 for EA-HR 6.00`  I`  20110810`  702`  201`  074356`  600`  EA-HR
SAPKGPHD57`  SP 57 for EA-HR 6.00`  I`  20110810`  702`  201`  074357`  600`  EA-HR
SAPKGPHD58`  SP 58 for EA-HR 6.00`  I`  20110810`  702`  20100705`  074358`  600`  EA-HR
SAPKGPHD59`  SP 59 for EA-HR 6.00`  I`  20110810`  702`  20100811`  074359`  600`  EA-HR
SAPKGPHD60`  SP 60 for EA-HR 6.00`  I`  20110810`  702`  201`  074400`  600`  EA-HR
SAPKGPHD61`  SP 61 for EA-HR 6.00`  I`  20110810`  702`  201`  074401`  600`  EA-HR
SAPKGPHD62`  SP 62 for EA-HR 6.00`  I`  20110810`  702`  201`  074402`  600`  EA-HR
SAPKGPHD63`  SP 63 for EA-HR 6.00`  I`  20110810`  702`  20101207`  074403`  600`  EA-HR
SAPKGPHD64`  SP 64 for EA-HR 6.00`  I`  20110810`  702`  20101217`  074404`  600`  EA-HR
SAPKGPHD65`  SP 65 for EA-HR 6.00`  I`  20130531`  740`  20110117`  135656`  600`  EA-HR
SAPKGPHD66`  SP 66 for EA-HR 6.00`  I`  20130531`  740`  20110207`  135725`  600`  EA-HR
SAPKGPHD67`  SP 67 for EA-HR 6.00`  I`  20130531`  740`  20110308`  135750`  600`  EA-HR
SAPKGPHD68`  SP 68 for EA-HR 6.00`  I`  20130531`  740`  20110405`  135814`  600`  EA-HR
SAPKGPHD69`  SP 69 for EA-HR 6.00`  I`  20130531`  740`  20110510`  135838`  600`  EA-HR
SAPKGPHD70`  SP 70 for EA-HR 6.00`  I`  20130531`  740`  20110606`  135843`  600`  EA-HR
SAPKGPHD71`  SP 71 for EA-HR 6.00`  I`  20130531`  740`  20110704`  135848`  600`  EA-HR
SAPKGPHD72`  SP 72 for EA-HR 6.00`  I`  20130531`  740`  20110808`  135851`  600`  EA-HR
SAPKGPHD73`  SP 73 for EA-HR 6.00`  I`  20130531`  740`  20110905`  135854`  600`  EA-HR
SAPKGPHD74`  SP 74 for EA-HR 6.00`  I`  20130531`  740`  20111011`  135857`  600`  EA-HR
SAPKGPHD75`  SP 75 for EA-HR 6.00`  I`  20130531`  740`  20111108`  135859`  600`  EA-HR
SAPKGPHD76`  SP 76 for EA-HR 6.00`  I`  20130531`  740`  20111207`  135901`  600`  EA-HR
SAPKGPHD77`  SP 77 for EA-HR 6.00`  I`  20130531`  740`  20111215`  135903`  600`  EA-HR
SAPKGPHD78`  SP 78 for EA-HR 6.00`  I`  20130531`  740`  20120117`  135905`  600`  EA-HR
SAPKGPHD79`  SP 79 for EA-HR 6.00`  I`  20130531`  740`  20120207`  135907`  600`  EA-HR
SAPKGPHD80`  SP 80 for EA-HR 6.00`  I`  20130531`  740`  20120306`  135909`  600`  EA-HR
SAPKGPHD81`  SP 81 for EA-HR 6.00`  I`  20130531`  740`  20120402`  135911`  600`  EA-HR
SAPKGPHD82`  SP 82 for EA-HR 6.00`  I`  20130531`  740`  20120509`  135913`  600`  EA-HR
SAPKGPHD83`  SP 83 for EA-HR 6.00`  I`  20130531`  740`  20120605`  135915`  600`  EA-HR
SAPKGPHD84`  SP 84 for EA-HR 6.00`  I`  20130531`  740`  20120703`  135917`  600`  EA-HR
SAPKGPHD85`  SP 85 for EA-HR 6.00`  I`  20130531`  740`  20120806`  135919`  600`  EA-HR
SAPKGPHD86`  SP 86 for EA-HR 6.00`  I`  20130531`  740`  20120903`  135921`  600`  EA-HR
SAPKGPHD87`  SP 87 for EA-HR 6.00`  I`  20130531`  740`  20121009`  135923`  600`  EA-HR
SAPKGPHD88`  EA-HR 600: SP 0088`  I`  20130531`  740`  20121106`  135925`  600`  EA-HR
SAPKGPHD89`  SP 89 for EA-HR 6.00`  I`  20130531`  740`  20121204`  135927`  600`  EA-HR
SAPKGPHD90`  SP 90 for EA-HR 6.00`  I`  20130531`  740`  20121213`  135929`  600`  EA-HR
SAPKGPHD91`  SP 91 for EA-HR 6.00`  I`  20130531`  740`  20130121`  135931`  600`  EA-HR
SAPKGPHD92`  SP 92 for EA-HR 6.00`  I`  20131128`  740`  20130210`  084502`  600`  EA-HR
SAPKGPHD93`  SP 93 for EA-HR 6.00`  I`  20131128`  740`  20130312`  084504`  600`  EA-HR
SAPKGPHD94`  SP 94 for EA-HR 6.00`  I`  20131128`  740`  20130409`  084506`  600`  EA-HR
SAPKGPHD95`  SP 95 for EA-HR 6.00`  I`  20131128`  740`  20130506`  084508`  600`  EA-HR
SAPKGPHD96`  SP 96 for EA-HR 6.00`  I`  20131128`  740`  20130610`  084510`  600`  EA-HR
SAPKGPHD97`  SP 97 for EA-HR 6.00`  I`  20131128`  740`  20130805`  084512`  600`  EA-HR
SAPKGPHD98`  SP 98 for EA-HR 6.00`  I`  20140805`  740`  20130806`  094307`  600`  EA-HR
SAPKGPHD99`  SP 99 for EA-HR 6.00`  I`  20140805`  740`  201`  094309`  600`  EA-HR
SAPKGPHDA0`  SP A0 for EA-HR 6.00`  I`  20140805`  740`  201`  094311`  600`  EA-HR
SAPKGPHDA1`  SP A1 for EA-HR 6.00`  I`  20140805`  740`  201`  094313`  600`  EA-HR
SAPKGPHDA2`  SP A2 for EA-HR 6.00`  I`  20140805`  740`  20131203`  094315`  600`  EA-HR
SAPKGPHDA3`  SP A3 for EA-HR 6.00`  I`  20140805`  740`  20131213`  094317`  600`  EA-HR
SAPKGPHDA4`  SP A4 for EA-HR 6.00`  I`  20140805`  740`  20140121`  094319`  600`  EA-HR
SAPKGPHDA5`  SP A5 for EA-HR 6.00`  I`  20140805`  740`  201`  094321`  600`  EA-HR
SAPKGPHDA6`  SP A6 for EA-HR 6.00`  I`  20141010`  740`  20140312`  194554`  600`  EA-HR
SAPKGPHDA7`  SP A7 for EA-HR 6.00`  I`  20141010`  740`  20140408`  194605`  600`  EA-HR
SAPKGPHDA8`  SP A8 for EA-HR 6.00`  I`  20141010`  740`  20140513`  194617`  600`  EA-HR
SAPKGPHDA9`  SP A9 for EA-HR 6.00`  I`  20141010`  740`  20140610`  194632`  600`  EA-HR
SAPKGPPD01`  SP 01 for EA-PS 600`  I`  20051024`  700`  20051024`  000001`  600`  EA-PS
SAPKGPPD02`  SP 02 for EA-PS 6.00`  I`  20060208`  700`  200`  181011`  600`  EA-PS
SAPKGPPD03`  SP 03 for EA-PS 6.00`  I`  20060313`  700`  20060127`  140240`  600`  EA-PS
SAPKGPPD04`  SP 04 for EA-PS 6.00`  I`  20060703`  700`  200`  151350`  600`  EA-PS
SAPKGPPD05`  SP 05 for EA-PS 6.00`  I`  20060711`  700`  200`  154151`  600`  EA-PS
SAPKGPPD06`  SP 06 for EA-PS 6.00`  I`  20060920`  700`  200`  161603`  600`  EA-PS
SAPKGPPD07`  SP 07 for EA-PS 6.00`  I`  20070913`  700`  20061112`  074802`  600`  EA-PS
SAPKGPPD08`  SP 08 for EA-PS 6.00`  I`  20070913`  700`  20070202`  074803`  600`  EA-PS
SAPKGPPD09`  SP 09 for EA-PS 6.00`  I`  20070913`  700`  20070423`  074804`  600`  EA-PS
SAPKGPPD10`  SP 10 for EA-PS 6.00`  I`  20070913`  700`  20070618`  074805`  600`  EA-PS
SAPKGPPD11`  SP 11 for EA-PS 6.00`  I`  20071120`  700`  20071022`  132019`  600`  EA-PS
SAPKGPPD12`  SP 12 for EA-PS 6.00`  I`  20080505`  700`  20080220`  160239`  600`  EA-PS
SAPKGPPD13`  SP 13 for EA-PS 6.00`  I`  20080626`  701`  20080505`  133618`  600`  EA-PS
SAPKGPPD14`  SP 14 for EA-PS 6.00`  I`  20081217`  701`  200`  124529`  600`  EA-PS
SAPKGPPD15`  SP 15 for EA-PS 6.00`  I`  20090218`  701`  20090108`  093151`  600`  EA-PS
SAPKGPPD16`  SP 16 for EA-PS 6.00`  I`  20091125`  702`  20090720`  162515`  600`  EA-PS
SAPKGPPD17`  SP 17 for EA-PS 6.00`  I`  20110810`  702`  20100301`  074405`  600`  EA-PS
SAPKGPPD18`  SP 18 for EA-PS 6.00`  I`  20110810`  702`  201`  150243`  600`  EA-PS
SAPKGPPD19`  SP 19 for EA-PS 6.00`  I`  20110810`  702`  20110201`  150244`  600`  EA-PS
SAPKGPPD20`  SP 20 for EA-PS 6.00`  I`  20130531`  740`  20110822`  135657`  600`  EA-PS
SAPKGPPD21`  SP 21 for EA-PS 6.00`  I`  20130531`  740`  20120302`  135726`  600`  EA-PS
SAPKGPPD22`  SP 22 for EA-PS 6.00`  I`  20130531`  740`  20121002`  135751`  600`  EA-PS
SAPKGPPD23`  SP 23 for EA-PS 6.00`  I`  20130531`  740`  20130219`  135815`  600`  EA-PS
SAPKGPPD24`  SP 24 for EA-PS 6.00`  I`  20131128`  740`  20130813`  084513`  600`  EA-PS
SAPKGPPD25`  SP 25 for EA-PS 6.00`  I`  20140805`  740`  201`  094322`  600`  EA-PS
SAPKGPPD26`  SP 26 for EA-PS 6.00`  I`  20141010`  740`  20140714`  194618`  600`  EA-PS
SAPKITAB9M`  Servicetools for SAP Basis 731`  I`  20141020`  750`  20140612`  200253`  `
SAPKITAB9N`  Servicetools for SAP Basis 731`  I`  20150409`  750`  20150409`  122834`  01R_731`  ST-A/PI
SAPKITAB9P`  Servicetools for SAP Basis 731`  I`  20150729`  750`  201`  162041`  01R_731`  ST-A/PI
SAPKITAB9Q`  Servicetools for SAP Basis 731`  I`  20160524`  751`  201`  134757`  `
SAPKITAB9R`  Servicetools for SAP Basis 731 and higher`  I`  20160808`  751`  20160607`  103948`  01S_731`  ST-A/PI
SAPKITLRD1`  ST-PI 2008_1_700: SP 0001`  I`  20091127`  702`  200`  091041`  2008_1_700`  ST-PI
SAPKITLRD2`  ST-PI 2008_1_700: SP 0002`  I`  20110810`  702`  201`  074408`  2008_1_700`  ST-PI
SAPKITLRD3`  ST-PI 2008_1_700: SP 0003`  I`  20110810`  702`  20100802`  074409`  2008_1_700`  ST-PI
SAPKITLRD4`  ST-PI 2008_1_700: SP 0004`  I`  20110810`  702`  201`  074410`  2008_1_700`  ST-PI
SAPKITLRD5`  ST-PI 2008_1_700: SP 0005`  I`  20130531`  740`  20111014`  135644`  2008_1_700`  ST-PI
SAPKITLRD6`  ST-PI 2008_1_700: SP 0006`  I`  20130531`  740`  20120502`  135717`  2008_1_700`  ST-PI
SAPKITLRD7`  ST-PI 2008_1_700: SP 0007`  I`  20130531`  740`  20120912`  135744`  2008_1_700`  ST-PI
SAPKITLRDA`  ST-PI 2008_1_700: Add-On Installation`  I`  20090604`  702`  00000200`  172955`  `
SAPKITLRE1`  ST-PI 2008_1_710: SP 0001`  I`  20140121`  740`  20090807`  172509`  2008_1_710`  ST-PI
