MANDT [C(00006)]`ARBGB [C(00040)]`MSGNR [C(00006)]`UNAME [C(00024)]`MSGTS [C(00002)]`MSGTB [C(00002)]
400`  USMDZ3`  207`  `  E`
400`  USMDZ3`  081`  `  E`
