MANDT [C(00006)]`BLART [C(00004)]`BRGRU [C(00008)]`NUMKR [C(00004)]`KOARS [C(00010)]`STBLA [C(00004)]`XMTXT [C(00002)]`XMREF [C(00002)]
400`  AA`  `  01`  ADKMS`  `  `
400`  AB`  `  01`  ADKMS`  `  `
400`  AD`  `  01`  DKS`  AB`  `
400`  AF`  `  03`  AS`  `  `
400`  AN`  `  01`  AKMS`  `  `
400`  AP`  `  02`  AKS`  KA`  `
400`  CC`  `  24`  S`  CC`  `
400`  CH`  `  01`  ADS`  `  `
400`  CL`  `  00`  ADKMS`  `  `
400`  CO`  `  23`  S`  CO`  `
400`  DA`  `  16`  ADKS`  AB`  `
400`  DB`  `  16`  DS`  DB`  `
400`  DG`  `  16`  ADKS`  DA`  `
400`  DR`  `  18`  ADKMS`  DA`  `
400`  DS`  `  18`  DS`  DS`  `
400`  DT`  `  16`  DS`  DT`  `
400`  DU`  `  16`  DS`  DU`  `
400`  DV`  `  16`  ADKS`  KA`  `
400`  DX`  `  16`  DS`  DX`  `
400`  DY`  `  16`  DS`  DY`  `
400`  DZ`  `  14`  DKS`  DA`  `
400`  EC`  `  Z1`  ADKMS`  `  `
400`  EI`  `  Z1`  ADKS`  EC`  `
400`  ER`  `  22`  KS`  ER`  `
400`  ES`  `  18`  DS`  ES`  `
400`  EU`  `  02`  ADKMS`  `  `
400`  EX`  `  02`  DKS`  AB`  `
400`  JV`  `  51`  AKMS`  `  `
400`  KA`  `  17`  AKMS`  `  `
400`  KG`  `  17`  AKMS`  KA`  `
400`  KL`  `  19`  KS`  KL`  `
400`  KN`  `  01`  AKMS`  KA`  `
400`  KP`  `  48`  AKMS`  KP`  `
400`  KR`  `  19`  AKMS`  KA`  `
400`  KZ`  `  15`  ADKS`  KA`  `
400`  M1`  `  01`  S`  M9`  `
400`  M2`  `  01`  S`  M9`  `
400`  M3`  `  01`  S`  M9`  `
400`  M4`  `  01`  S`  M9`  `
400`  M5`  `  01`  S`  M9`  `
400`  M6`  `  01`  S`  M9`  `
400`  M7`  `  01`  S`  M9`  `
400`  M8`  `  01`  S`  M9`  `
400`  M9`  `  01`  S`  `  `
400`  MD`  `  01`  S`  M9`  `
400`  ML`  `  47`  MS`  `  `
400`  PR`  `  48`  MS`  `  `
400`  RA`  `  51`  AKMS`  RA`  `
400`  RB`  `  RB`  S`  `  `
400`  RE`  `  51`  AKMS`  RE`  `  X
400`  RK`  `  53`  AKMS`  RK`  `
400`  RN`  `  51`  AKMS`  RN`  `
400`  RS`  `  16`  DS`  RS`  `
400`  RV`  `  Z1`  ADKS`  AB`  `
400`  RW`  `  01`  ADKMS`  RW`  `
400`  RX`  `  16`  DS`  RX`  `
400`  S1`  `  01`  ADKMS`  `  `
400`  S2`  `  16`  DMS`  `  `
400`  S3`  `  17`  KMS`  `  `
400`  S4`  `  01`  KMS`  `  `
400`  S5`  `  01`  KMS`  `  `
400`  S6`  `  01`  ADKMS`  `  `
400`  S7`  `  01`  DMS`  `  `
400`  S8`  `  01`  DMS`  `  `
400`  SA`  `  01`  ADKMS`  AB`  `
400`  SB`  `  12`  S`  AB`  `
400`  SC`  `  01`  S`  SC`  `
400`  SE`  `  54`  AMS`  `  `
400`  SK`  `  13`  S`  AB`  `
400`  SL`  `  SL`  DKS`  SO`  `
400`  SM`  `  SM`  DKS`  SO`  `
400`  SN`  `  SN`  DKS`  SO`  `
400`  SO`  `  SO`  DKS`  `  `
400`  SU`  `  01`  ADKMS`  SU`  `
400`  TN`  `  50`  AMS`  `  `
400`  UE`  `  04`  ADKMS`  `  `
400`  W1`  `  I1`  ADMS`  `  `
400`  W2`  `  I2`  ADMS`  `  `
400`  W3`  `  I3`  ADMS`  `  `
400`  W4`  `  I1`  ADMS`  `  `
400`  W5`  `  I2`  ADMS`  `  `
400`  W6`  `  I3`  ADMS`  `  `
400`  W7`  `  I1`  ADMS`  `  `
400`  W8`  `  I2`  ADMS`  `  `
400`  W9`  `  I3`  ADMS`  `  `
400`  WA`  `  49`  AMS`  `  `
400`  WE`  `  50`  AMS`  `  `
400`  WI`  `  49`  AMS`  `  `
400`  WL`  `  49`  AMS`  `  `
400`  WN`  `  50`  AMS`  `  `
400`  WP`  `  14`  DS`  `  `
400`  WR`  `  WY`  DKMS`  `  `
400`  WS`  `  50`  AMS`  `  `
400`  X1`  `  I4`  AKMS`  `  `  X
400`  X2`  `  I5`  AKMS`  `  `  X
400`  X3`  `  I6`  AKMS`  `  `  X
400`  X4`  `  I7`  AKMS`  `  `  X
400`  X5`  `  I8`  AKMS`  `  `  X
400`  XP`  `  15`  KS`  `  `
400`  XX`  `  18`  DS`  XX`  `
400`  XY`  `  18`  DS`  XY`  `
400`  XZ`  `  19`  KS`  XZ`  `
400`  Y1`  `  52`  AKMS`  Y1`  `
400`  YA`  `  01`  ADKMS`  `  `
400`  YB`  `  18`  ADKMS`  DA`  `
400`  YC`  `  17`  AKMS`  `  `
400`  YD`  `  01`  ADKMS`  AB`  `
400`  YF`  `  03`  AS`  `  `
400`  YH`  `  13`  ADKMS`  `  `
400`  YR`  `  19`  AKMS`  KA`  `
400`  Z1`  `  Z1`  ADKMS`  Z1`  `
400`  ZA`  `  91`  ADKMS`  ZA`  `
400`  ZC`  `  21`  MS`  ZC`  `
400`  ZP`  `  20`  ADKMS`  ZP`  `
400`  ZR`  `  20`  ADKS`  ZR`  `
400`  ZS`  `  05`  DKS`  `  `
400`  ZV`  `  20`  ADKMS`  ZV`  `
400`  ZZ`  `  ZZ`  ADS`  AB`  `
