MANDT [C(00006)]`PERIV [C(00004)]`BDATJ [C(00008)]`BUMON [C(00004)]`BUTAG [C(00004)]`POPER [C(00006)]`RELJR [C(00004)]
400`  24`  0000`  01`  15`  001`  0
400`  24`  0000`  01`  31`  002`  0
400`  24`  0000`  02`  15`  003`  0
400`  24`  0000`  02`  29`  004`  0
400`  24`  0000`  03`  15`  005`  0
400`  24`  0000`  03`  31`  006`  0
400`  24`  0000`  04`  15`  007`  0
400`  24`  0000`  04`  30`  008`  0
400`  24`  0000`  05`  15`  009`  0
400`  24`  0000`  05`  31`  010`  0
400`  24`  0000`  06`  15`  011`  0
400`  24`  0000`  06`  30`  012`  0
400`  24`  0000`  07`  15`  013`  0
400`  24`  0000`  07`  31`  014`  0
400`  24`  0000`  08`  15`  015`  0
400`  24`  0000`  08`  31`  016`  0
400`  24`  0000`  09`  15`  017`  0
400`  24`  0000`  09`  30`  018`  0
400`  24`  0000`  10`  15`  019`  0
400`  24`  0000`  10`  31`  020`  0
400`  24`  0000`  11`  15`  021`  0
400`  24`  0000`  11`  30`  022`  0
400`  24`  0000`  12`  15`  023`  0
400`  24`  0000`  12`  31`  024`  0
400`  BM`  0000`  02`  29`  001`  0
400`  BM`  0000`  04`  30`  002`  0
400`  BM`  0000`  06`  30`  003`  0
400`  BM`  0000`  08`  31`  004`  0
400`  BM`  0000`  10`  31`  005`  0
400`  BM`  0000`  12`  31`  006`  0
400`  C1`  0000`  12`  31`  001`  0
400`  DL`  0000`  01`  01`  001`  0
400`  DL`  0000`  01`  02`  002`  0
400`  DL`  0000`  01`  03`  003`  0
400`  DL`  0000`  01`  04`  004`  0
400`  DL`  0000`  01`  05`  005`  0
400`  DL`  0000`  01`  06`  006`  0
400`  DL`  0000`  01`  07`  007`  0
400`  DL`  0000`  01`  08`  008`  0
400`  DL`  0000`  01`  09`  009`  0
400`  DL`  0000`  01`  10`  010`  0
400`  DL`  0000`  01`  11`  011`  0
400`  DL`  0000`  01`  12`  012`  0
400`  DL`  0000`  01`  13`  013`  0
400`  DL`  0000`  01`  14`  014`  0
400`  DL`  0000`  01`  15`  015`  0
400`  DL`  0000`  01`  16`  016`  0
400`  DL`  0000`  01`  17`  017`  0
400`  DL`  0000`  01`  18`  018`  0
400`  DL`  0000`  01`  19`  019`  0
400`  DL`  0000`  01`  20`  020`  0
400`  DL`  0000`  01`  21`  021`  0
400`  DL`  0000`  01`  22`  022`  0
400`  DL`  0000`  01`  23`  023`  0
400`  DL`  0000`  01`  24`  024`  0
400`  DL`  0000`  01`  25`  025`  0
400`  DL`  0000`  01`  26`  026`  0
400`  DL`  0000`  01`  27`  027`  0
400`  DL`  0000`  01`  28`  028`  0
400`  DL`  0000`  01`  29`  029`  0
400`  DL`  0000`  01`  30`  030`  0
400`  DL`  0000`  01`  31`  031`  0
400`  DL`  0000`  02`  01`  032`  0
400`  DL`  0000`  02`  02`  033`  0
400`  DL`  0000`  02`  03`  034`  0
400`  DL`  0000`  02`  04`  035`  0
400`  DL`  0000`  02`  05`  036`  0
400`  DL`  0000`  02`  06`  037`  0
400`  DL`  0000`  02`  07`  038`  0
400`  DL`  0000`  02`  08`  039`  0
400`  DL`  0000`  02`  09`  040`  0
400`  DL`  0000`  02`  10`  041`  0
