MANDT [C(00006)]`KTOPL [C(00008)]`KTOGR [C(00016)]`AFABE [C(00004)]`KTVBAB [C(00020)]`KTVZU [C(00020)]`KTREST [C(00020)]`KTMIND [C(00020)]`KTMEHR [C(00020)]`KTERLW [C(00020)]`KTENAK [C(00020)]`KTANZG [C(00020)]`KTANZA [C(00020)]`KTANSW [C(00020)]`KTANSG [C(00020)]
400`  0077`  0077D`  01`  0016060201`  `  0016060201`  0016060201`  0016060201`  0016060201`  `  `  `  0016010201`
400`  0077`  0077F`  01`  0016060101`  `  0016060101`  0016060101`  0016060101`  0016060101`  `  `  `  0016010101`
400`  0077`  0077Z`  01`  `  `  `  `  `  `  `  `  `  0016040101`
400`  2018`  00160010`  01`  `  0016060200`  0016060200`  0016060200`  0067110100`  0063010100`  0019010200`  `  `  0016010100`  0019010200
400`  2018`  00160020`  01`  `  0016060200`  0016060200`  0016060200`  0067110100`  0063010100`  0019010200`  `  `  0016010200`  0019010200
400`  2018`  00160040`  01`  `  `  `  `  `  `  `  `  `  0016010300`
400`  2018`  00160050`  01`  `  0016060200`  0016060200`  0016060200`  0067110100`  0063010100`  0019010200`  `  `  0016010500`  0019010200
400`  2018`  00160070`  01`  `  0016060200`  0067110100`  0067110100`  0063010100`  0016060200`  0019010200`  `  `  0016010400`  0019010200
400`  2018`  00160090`  01`  `  0016060200`  0016060200`  0016060200`  0067110100`  0063010100`  0019010200`  0016040900`  0016040300`  0016040100`  0019010200
400`  ALKH`  Z101`  01`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  `  `  1601000001`  1601000001`  2241010002
400`  ALKH`  Z102`  01`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  `  `  1601000001`  1601000001`
400`  ALKH`  Z201`  01`  1704000001`  1704000001`  1704000001`  1704000001`  1704000001`  1704000001`  `  `  1701000001`  1701000001`
400`  ALKH`  Z301`  01`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  `  `  1601000001`  1601000001`
400`  ALKH`  Z601`  01`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  1606000001`  `  2241010002`  1604020001`  1604020001`
400`  AR88`  ARZ200`  01`  `  `  1606010101`  6711010101`  6301020101`  6301020101`  `  `  `  1601020101`
400`  BJDM`  BJDM01`  01`  1606010000`  `  1606010000`  1606010000`  1606010000`  1606010000`  1901020000`  `  `  1601010000`  1901020000
400`  BJDM`  BJDM02`  01`  1606030000`  `  1606030000`  1606030000`  1606030000`  1606030000`  1901020000`  `  `  1603030000`  1901010000
400`  BJDM`  BJDM08`  01`  `  `  6115020400`  `  `  `  `  `  `  1604000000`
400`  CABE`  00010000`  01`  0000763000`  `  0000663000`  0000663000`  0000763000`  0000763000`  `  0000440000`  0000270000`  0000220000`
400`  CABE`  00011000`  01`  `  `  0000663000`  0000663000`  0000763000`  0000763000`  `  `  `  0000221000`
400`  CABE`  00020000`  01`  `  `  0000663000`  0000663000`  0000763000`  0000763000`  `  0000440000`  0000270000`  0000230000`
400`  CABE`  00030000`  01`  0000763000`  `  0000663000`  0000663000`  0000763000`  0000763000`  `  0000440000`  0000270000`  0000240000`
400`  CABE`  00032000`  01`  `  `  0000663000`  0000663000`  0000763000`  0000763000`  `  `  `  0000240100`
400`  CABE`  00040000`  01`  0000763000`  `  0000663000`  0000663000`  0000763000`  0000763000`  `  0000440000`  0000270000`  0000270000`
400`  CACH`  00010000`  01`  `  0000098930`  `  `  0000079120`  0000079110`  `  `  `  0000015700`  0000098930
400`  CACH`  00020000`  01`  `  0000098930`  `  `  0000079120`  0000079110`  `  `  `  0000015000`  0000098930
400`  CACH`  00030000`  01`  `  0000098930`  `  `  0000079120`  0000079110`  `  `  `  0000015200`  0000098930
400`  CACH`  00031000`  01`  `  0000098930`  `  `  0000079120`  0000079110`  `  `  `  0000015200`  0000098930
400`  CACH`  00040000`  01`  `  0000098930`  `  `  0000079120`  0000079110`  `  `  `  0000016070`  0000098930
400`  CACH`  00050000`  01`  `  0000098930`  `  `  0000079120`  0000079110`  `  `  `  `  0000098930
400`  CACN`  00010000`  01`  `  `  0056010400`  0056010400`  0055010300`  0051010100`  `  `  `  0016010201`  0094099998
400`  CACN`  00020000`  01`  `  `  0056010400`  0056010400`  0055010300`  0016210100`  `  `  `  0016010301`
400`  CACN`  00030000`  01`  `  `  0056010400`  0056010400`  0055010300`  0016210100`  `  `  `  0016010501`
400`  CACN`  00040000`  01`  `  `  0056010400`  0056010400`  0055010300`  0016210100`  `  `  `  0017010101`
400`  CACN`  00050000`  01`  `  `  0056010400`  0056010400`  0055010300`  0051010100`  `  `  `  0014210101`
400`  CACO`  CO150400`  01`  `  `  0053103000`  0053101500`  0042450400`  0042450400`  `  `  0013309505`  0015040000`  0015880000
400`  CACO`  CO150400`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO150600`  01`  0042450600`  `  0053103000`  0053101500`  0042450600`  0042450600`  `  `  0013309505`  0015060500`  0015880000
400`  CACO`  CO150600`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO150800`  01`  `  `  0053103000`  0053101500`  0042450800`  0042450800`  `  `  0013309505`  0015080500`  0015880000
400`  CACO`  CO150800`  10`  0053109900`  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO151200`  01`  `  `  0053103000`  0053101500`  0042451200`  0042451200`  `  `  0013309505`  0015120100`  0015880500
400`  CACO`  CO151200`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO151600`  01`  `  `  0053103000`  0053101500`  0042451600`  0042451600`  `  `  0013309505`  0015160000`  0015880000
400`  CACO`  CO151600`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO152000`  01`  `  `  0053103000`  0053101500`  0042452000`  0042452000`  `  `  0013309505`  0015200000`  0015880000
400`  CACO`  CO152000`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO152400`  01`  `  `  0053103000`  0053101500`  0042452400`  0042452400`  `  `  0013309505`  0015240000`  0015881000
400`  CACO`  CO152400`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO152800`  01`  `  `  0053103000`  0053101500`  0042452800`  0042452800`  `  `  0013309505`  0015280000`  0015881500
400`  CACO`  CO152800`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO153200`  01`  `  `  0053103000`  0053101500`  0042453200`  0042453200`  `  `  0013309505`  0015320000`  0015882000
400`  CACO`  CO153200`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO153600`  01`  `  `  0053103000`  0053101500`  0042453600`  0042453600`  `  `  0013309505`  0015360000`  0015882500
400`  CACO`  CO153600`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO154000`  01`  `  `  0053103000`  0053101500`  0042454000`  0042454000`  `  `  0013309505`  0015400000`  0015883000
400`  CACO`  CO154000`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO154400`  01`  `  `  0053103000`  0053101500`  0042454400`  0042454400`  `  `  0013309505`  0015440000`  0015883500
400`  CACO`  CO154400`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO154800`  01`  `  `  0053103000`  0053101500`  0042454800`  0042454800`  `  `  0013309505`  0015480000`  0015884000
400`  CACO`  CO154800`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO155200`  01`  `  `  0053103000`  0053101500`  0042455200`  0042455200`  `  `  0013309505`  0015520000`  0015884500
400`  CACO`  CO155200`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO155600`  01`  `  `  0053101500`  0053101500`  0042455600`  0042455600`  `  `  0013309505`  0015560000`  0015885000
400`  CACO`  CO155600`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO156000`  01`  `  `  0053103000`  0053101500`  0042456000`  0042456000`  `  `  0013309505`  0015600000`  0015885500
400`  CACO`  CO156000`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO156200`  01`  `  `  0053103000`  0053101500`  0042456200`  0042456200`  `  `  0013309505`  0015620000`  0015886500
400`  CACO`  CO156200`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO156400`  01`  `  `  0053103500`  0053102500`  0042456400`  0042456400`  `  `  0013309505`  0015640500`
400`  CACO`  CO156400`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO156800`  01`  `  `  0053103000`  0053101500`  0042456800`  0042456800`  `  `  0013309505`  0015680000`
400`  CACO`  CO156800`  10`  `  `  `  `  `  `  `  `  `  `
400`  CACO`  CO157200`  01`  `  `  0053103000`  0053101500`  0042457200`  0042457200`  `  `  0013309505`  0015720000`
400`  CACO`  CO157200`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO157600`  01`  `  `  0053103000`  0053101500`  0042458000`  0042458000`  `  `  0013309505`  0015760000`
400`  CACO`  CO157600`  10`  `  `  `  `  `  `  `  `  `  `
400`  CACO`  CO158000`  01`  `  `  0053103000`  0053101500`  0042458400`  0042458400`  `  `  0013309505`  0015800000`
400`  CACO`  CO158000`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO158400`  01`  `  `  0053103000`  0053101500`  0042458800`  0042458800`  `  `  0013309505`  0015840000`
400`  CACO`  CO158400`  10`  `  `  0053109900`  0053109900`  0042459900`  0042459900`  `  `  `  `
400`  CACO`  CO160500`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016050500`
400`  CACO`  CO160500`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO161000`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016100500`
400`  CACO`  CO161000`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO161500`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016150500`
400`  CACO`  CO161500`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO162000`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016200500`
400`  CACO`  CO162000`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO162500`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016250500`
400`  CACO`  CO162500`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO163000`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016300100`
400`  CACO`  CO163000`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO163500`  01`  `  `  0053103500`  0053102000`  0042480500`  0042480500`  `  `  0013309505`  0016350100`
400`  CACO`  CO163500`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO180500`  01`  `  `  0053109500`  0053102500`  0042481000`  0042481000`  `  `  0013309505`  0018050500`
400`  CACO`  CO180500`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACO`  CO189500`  01`  `  `  0053109500`  0053102500`  0042481000`  0042481000`  `  `  0013309505`  0018950500`
400`  CACO`  CO189500`  10`  `  `  0053109900`  0053109900`  0042489900`  0042489900`  `  `  `  `
400`  CACZ`  00010000`  01`  `  0000042000`  0000541000`  0000541000`  0000541000`  0000541000`  `  `  `  0000031000`  0000042000
400`  CACZ`  00020000`  01`  `  0000042000`  0000541000`  0000541000`  0000541000`  0000541000`  `  `  `  0000022000`  0000042000
400`  CACZ`  00030000`  01`  `  0000042000`  0000541000`  0000541000`  0000541000`  0000541000`  `  `  `  0000021000`  0000042000
400`  CACZ`  00040000`  01`  `  0000042000`  0000541000`  0000541000`  0000541000`  0000541000`  `  0000950100`  0000950000`  0000042100`  0000042000
