MANDT [C(00006)]`KVEWE [C(00002)]`KAPPL [C(00004)]`KALSM [C(00012)]`STUNR [C(00006)]`ZAEHK [C(00006)]`KSCHL [C(00008)]`STUNB [C(00006)]`STUN2 [C(00006)]`KAUTO [C(00002)]`KOBED [C(00014)]`KZWIW [C(00002)]`KSTAT [C(00002)]`KOFRM [C(00014)]`KOFRA [C(00014)]`KVSL1 [C(00006)]`KVSL2 [C(00006)]`DRUKZ [C(00002)]`KOBLI [C(00002)]
400`  4`  V`  ABRKAL`  010`  000`  ABRK`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  4`  V`  FREI`  010`  000`  FREI`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  4`  V`  LKALAL`  010`  000`  LKAL`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  4`  V`  PRSL01`  010`  000`  PRSL`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  `  A61007`  200`  000`  RES1`  100`  000`  `  0000000`  1`  `  0000000`  0000214`  0S1`  `  A`
400`  A`  CQ`  RES1`  010`  000`  CQ01`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  010`  000`  CRBP`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `  X
400`  A`  CR`  CRP001`  020`  000`  CRPM`  010`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  110`  002`  CRWS`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  200`  000`  `  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  210`  000`  NAVS`  000`  000`  `  0000411`  `  X`  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  300`  000`  `  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  310`  001`  CRFR`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  310`  002`  CRHR`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  315`  000`  `  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  320`  001`  CRCC`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  325`  001`  CRCW`  000`  000`  `  0000000`  `  `  0000000`  0000000`  `  `  `
400`  A`  CR`  CRP001`  330`  000`  `  000`  000`  `  0000000`  Y`  `  0000000`  0000000`  `  `  `
