MANDT [C(00006)]`KTOKD [C(00008)]`FAUSA [C(00080)]`FAUSF [C(00080)]`FAUSV [C(00080)]`FAUS1 [C(00080)]`FAUSW [C(00080)]`FAUSG [C(00080)]`FAUS2 [C(00080)]`FAUSU [C(00080)]
400`  C1`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  CH06`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  CM02`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  CPD`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  CPDA`  +-+.---------+----------------.---------`  +...-.....----.----.----.-..----------..`  ---.--...---.-.+--.--.-..-...-+.--------`  --------.-------------------------------`  `  ---...----------------------------------`  ---.....--------.----------.............`  ----------------------------------------
400`  CU00`  +.+..+.....--+................+.........`  +............-..........................`  .-...+++.......+.............-+.........`  ........-...-.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  CUST`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  DC01`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  DC02`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  DC03`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  DC04`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  DCV1`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  DEBI`  +....+.....--+................+......-..`  +............-....................--....`  .-...+++.......+.............-+.........`  ...-----------.-------------------------`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  DK01`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  DM01`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  DM02`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  H001`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  H002`  +.+..+.....--+..........+-....+.........`  +............-........................-.`  ---------+-*-..-...------..---+.--......`  ........-.-.-.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  H003`  +.+..+.....--+...........-....+.........`  +............-........................-.`  --..--------.--------..-.-----+..-......`  ........-.---.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  H004`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  H005`  +.+..+.....--+..........+-....+.........`  +............-........................-.`  ---------+-*-..-...------..---+.--......`  ........-.-.-.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  H006`  +.+..+.....--+...........-....+.........`  +............-........................-.`  --..--------.--------..-.-----+..-......`  ........-.---.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  HM01`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  HM02`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  HM05`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  J001`  +....++.................................`  +..+..................................-.`  ++++.....+.*.................-+.........`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  J002`  +....++.................................`  +..+..................................-.`  ....--.--+.*-........--.-....-+.........`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  J3G`  +............+..--------------.--------.`  ----------------------------------------`  --.--------------------..----..-----....`  --------------......-----.-.............`  `  `  --------------------..---..-------------`  ----------------------------------------
400`  K001`  +....++.................................`  +..+..................................-.`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  K002`  +....++.................................`  +..+..................................-.`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  KUNA`  +.+..+.....--+................+.........`  +............-..........................`  .-...+++.......+.............-+.........`  ........-...-.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  L01`  ........................................`  +............-..........................`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  L02`  ........................................`  +............-..........................`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  L03`  ........................................`  +............-..........................`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  LCMS`  +.+--.....---+..--.---.-.-----+--..----.`  ----------------------------------------`  --....+...--.--+-.-------.----+------.-.`  ---....------.--------------------------`  `  ----------------------------------------`  ---.....--------.--.-.------............`  ----------------------------------------
400`  LCMX`  +.+.-.....---+..--.-.-.-.-.--.+--..-..-.`  ----------------------------------------`  .-....+...--.-.+-..------.--.-+-.--.-.-.`  .......------.-.------------------------`  `  ----------------------------------------`  ---.....--------.--.-.-----.............`  ----------------------------------------
400`  LL01`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  LL02`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  LLVI`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  PAYR`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  S001`  +....+.....--+................+......-..`  +............-....................--....`  .-...+++.......+.............-+.........`  ...-----------.-------------------------`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  S1`  -----------------------------------.----`  ........................................`  ----------------------------------------`  ----------------------------------------`  `  ........-.------------------------------`  ----------------------------------------`  ----------------------------------------
400`  S2`  ------------------------.---------------`  ........................................`  --..-------...-------..-.-----.-.-------`  ------------------------------------.---`  `  ........-.------------------------------`  ----------------------------------------`  ----------------------------------------
400`  SHPT`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  SYFX`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  SYKH`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  T001`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  `  ----------------------------------------`  ----------------------------------------`  ----------------------------------------
400`  T002`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  `  ----------------------------------------`  ----------------------------------------`  ----------------------------------------
400`  T1`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  TD01`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  TM01`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  TM02`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  TM03`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  TM04`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  TM05`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  TMH1`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  VVD`  +....+.....--+................+.........`  +............-.............-........-..-`  .-......................................`  ........-...-.................-.---.....`  `  -----..---------------------------------`  ........................................`  .---------------------------------------
400`  WK01`  +....++.................................`  +..+..................................-.`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  WK02`  +....++.................................`  +..+..................................-.`  ........................................`  ........................................`  `  .-......................................`  ........................................`  ........................................
400`  X001`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  X002`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Y001`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Y002`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Y003`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Y004`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Z001`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Z002`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Z012`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-..........`  ..........-.-.................-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  Z101`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Z102`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  Z301`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZB10`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZB11`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZC01`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZC02`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZCH1`  +.+..+.....--+...........-....+.........`  +............-........................-.`  --------------------------.----.--......`  ........-.---.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  ZCN2`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZCVI`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZD01`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  ZD02`  +.+..+.....--+...........-....+.........`  +............-........................-.`  --..--------.--------..-.-----+..-......`  ........-.---.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  ZD03`  +.+..+.....--+...........-....+.........`  +............-........................-.`  --------------------------.----.--......`  ........-.---.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  ZDC1`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZF01`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  ZF02`  +.+..+.....--+..........+-....+.........`  +............-........................-.`  ---------+-*-..-...------..---+.--......`  ........-.-.-.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  ZFC1`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZHFC`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  ZK01`  ----------------------------------------`  ......-------.----------------.--.--.-.-`  ----------------------------------------`  ----------------------------------------`  `  -.---.---.------------------------------`  ----------------------------------------`  ----------------------------------------
400`  ZOC1`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZP01`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  `  ----------------------------------------`  ----------------------------------------`  ----------------------------------------
400`  ZP02`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  ----------------------------------------`  `  ----------------------------------------`  ----------------------------------------`  ----------------------------------------
400`  ZPLT`  ...........--...........................`  .............-.............-...........-`  .............................-..........`  ..............-...............-.---.....`  `  ...--..---------------------------------`  ........................................`  .---------------------------------------
400`  ZSAC`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  ZZ20`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
400`  ZZ40`  +.+..+.....--+................+.........`  +............-..........................`  .-...+++.......+.............-+.........`  ........-...-.-.....-----.-...-.---.....`  `  ---....---------------------------------`  ........................................`  .---------------------------------------
400`  ZZ41`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZZMC`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZZSY`  .............+................+.........`  ........................................`  ...............+........................`  ..............................-.---.....`  `  ........--------------------------------`  ........................................`  .---------------------------------------
400`  ZZWY`  ........................................`  ........................................`  ........................................`  ........................................`  `  ........................................`  ........................................`  ........................................
400`  ZZZ2`  +............+................+.........`  +............-........................-.`  ......+..+.*...+.............-+.........`  ........-.-.-.-.....--.--.-...-.---.....`  `  ---....---------------------------------`  ........................................`  ----------------------------------------
