DateOfChange [D(00016)]`ChangedBy [C(00015)]`TimeOfChange [T(00012)]`Tcode [C(00010)]`Program [C(00030)]`TypeOfChange [C(00010)]`Client [C(00010)]`Name [C(00030)]`City [C(00030)]`Crcy [C(00030)]`CharacterFieldLength [C(00015)]`Role [C(00005)]`CrossSys [C(00005)]`NoCrsCli [C(00005)]`CopyLock [C(00005)]`NoCascade [C(00030)]`LockMethod [C(00010)]`SBCSets [C(00030)]`CATT [C(00005)]`TempLock [C(00010)]`Author [C(00030)]`ChangedDate [D(00016)]`LogicalSystem [C(00025)]
12/08/2020|SAP118|13:04:41|200|SPRO |SAPLS_IMG_TOOL_5|旧的|Ready-to-activate client|       |USD ||T   |1      |          |        |        |        |          |X   |        |BPINST|05/17/2019|
12/08/2020|SAP118|13:04:41|200|SPRO |SAPLS_IMG_TOOL_5|新的|Ready-to-activate client|       |USD ||T   |1      |          |        |        |        |          |X   |        |SAP118|12/08/2020|DES200
12/17/2020|TOP001|11:53:33|500|SM30 |SAPMSVMA        |旧的|500                     |BEIJING|CNY ||T   |1      |          |        |        |        |          |X   |        |SAP001|11/30/2020|S4HCLNT500
