MANDT [C(00006)]`AFARSL [C(00008)]`GBEGIN [C(00002)]`AFATYP [C(00002)]`XAFAUT [C(00002)]`DEGFAK [P(00003)]`MAXPRZ [P(00007)]`MINPRZ [P(00007)]`UMAFSL [C(00008)]`UMRPRZ [P(00003)]`XSTILL [C(00002)]`XENDAU [C(00002)]`XUNTNL [C(00002)]`XEFDAU [C(00002)]`PERBZU [C(00004)]`PERBNA [C(00004)]`PERBAB [C(00004)]`PERBUM [C(00004)]`XDAILY [C(00002)]`XLIFEC [C(00002)]`XAFNAH [C(00002)]`XBZDAT [C(00002)]`UMSTM [C(00002)]`AFACLA [C(00002)]`AFAMET [C(00002)]`XRAFA [C(00002)]`MSFAKR [C(00002)]`SCHROTT [C(00002)]
400`  0000`  2`  N`  `  0 `  0 `  0 `  `  0 `  `  `  `  `  01`  01`  02`  02`  `  `  `  `  `  0`  D`  `  `  0
400`  0010`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  06`  02`  02`  `  X`  `  `  `  1`  V`  X`  1`  0
400`  0015`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  X`  `  `  01`  06`  02`  02`  `  `  `  `  5`  1`  U`  `  `  0
400`  0020`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  06`  06`  08`  08`  `  `  `  `  `  1`  P`  `  `  0
400`  0030`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  01`  06`  08`  02`  `  X`  `  `  5`  1`  D`  `  `  0
400`  1010`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  01`  06`  02`  02`  `  `  `  `  5`  1`  D`  `  `  0
400`  1011`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  01`  06`  01`  01`  `  `  `  `  5`  1`  D`  `  `  0
400`  1012`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  01`  01`  01`  `  X`  `  `  `  1`  D`  `  `  0
400`  1013`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  X`  `  `  07`  07`  07`  07`  `  `  `  `  5`  1`  D`  `  `  0
400`  1015`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  01`  06`  02`  02`  `  `  `  `  5`  1`  D`  `  `  0
400`  1020`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  04`  06`  02`  02`  `  `  `  `  5`  1`  D`  `  `  0
400`  102A`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  X`  `  `  04`  06`  05`  05`  `  `  `  X`  5`  1`  D`  `  `  0
400`  1030`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  06`  06`  02`  02`  `  `  `  `  5`  1`  D`  `  `  0
400`  103A`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  X`  `  `  06`  06`  05`  05`  `  `  `  `  5`  1`  D`  `  `  0
400`  1040`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  06`  02`  02`  `  `  `  `  `  1`  D`  `  `  0
400`  1041`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  X`  X`  01`  06`  02`  02`  `  `  `  `  `  1`  D`  `  `  0
400`  1042`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  X`  `  01`  06`  02`  02`  `  `  `  `  `  1`  D`  `  `  0
400`  1043`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  X`  `  01`  01`  01`  01`  X`  X`  `  `  `  1`  D`  `  `  0
400`  1044`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  01`  01`  01`  X`  `  `  `  `  1`  D`  `  `  0
400`  1045`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  `  `  `  01`  01`  01`  01`  X`  `  `  `  `  1`  D`  `  `  0
400`  1047`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  06`  01`  01`  `  `  `  `  `  1`  D`  `  `  0
400`  1048`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  X`  X`  01`  06`  01`  01`  `  `  `  `  `  1`  D`  `  `  0
400`  1049`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  X`  `  01`  06`  01`  01`  `  `  `  `  `  1`  D`  `  `  0
400`  104A`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  06`  01`  01`  `  `  `  `  `  1`  D`  `  `  0
400`  104B`  2`  N`  X`  0 `  0 `  0 `  0010`  0 `  `  `  `  `  01`  01`  11`  11`  `  `  `  `  5`  1`  P`  `  `  0
400`  104C`  2`  S`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  06`  06`  01`  01`  `  `  `  `  `  1`  P`  `  `  0
400`  104D`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  `  `  01`  01`  01`  01`  `  `  `  `  `  1`  D`  `  `  0
400`  104E`  2`  N`  X`  0 `  0 `  0 `  `  0 `  `  X`  X`  `  11`  06`  01`  01`  `  `  `  `  `  1`  D`  `  `  0
