MANDT [C(00006)]`KAPPL [C(00004)]`KSCHL [C(00008)]`KTOPL [C(00008)]`VKORG [C(00008)]`KTGRD [C(00004)]`KVSL1 [C(00006)]`SAKN1 [C(00020)]`SAKN2 [C(00020)]
400`  V`  KOFI`  CABE`  0001`  01`  ERL`  0000700000`
400`  V`  KOFI`  CABE`  0001`  02`  ERL`  0000700000`
400`  V`  KOFI`  CABE`  0001`  03`  ERL`  0000700000`
400`  V`  KOFI`  CACH`  0001`  01`  ERL`  0000030000`
400`  V`  KOFI`  CACH`  0001`  01`  ERS`  0000039090`
400`  V`  KOFI`  CACH`  0001`  02`  ERL`  0000030010`
400`  V`  KOFI`  CACH`  0001`  02`  ERS`  0000039090`
400`  V`  KOFI`  CACH`  0001`  03`  ERL`  0000030500`
400`  V`  KOFI`  CACH`  0001`  03`  ERS`  0000039090`
400`  V`  KOFI`  CACN`  0001`  01`  ERL`  0051010100`
400`  V`  KOFI`  CACN`  0001`  01`  ERS`  `
400`  V`  KOFI`  CACN`  0001`  02`  ERL`  `
400`  V`  KOFI`  CACN`  0001`  02`  ERS`  `
400`  V`  KOFI`  CACO`  0001`  01`  ERL`  0041709580`
400`  V`  KOFI`  CACO`  0001`  01`  ERS`  0041758890`
400`  V`  KOFI`  CACO`  0001`  02`  ERL`  0041709580`
400`  V`  KOFI`  CACO`  0001`  02`  ERS`  0041758890`
400`  V`  KOFI`  CACZ`  0001`  01`  ERL`  0000601000`
400`  V`  KOFI`  CACZ`  0001`  01`  ERS`  0000644000`
400`  V`  KOFI`  CACZ`  0001`  02`  ERL`  0000604000`
400`  V`  KOFI`  CACZ`  0001`  02`  ERS`  0000644000`
400`  V`  KOFI`  CAES`  0001`  01`  ERL`  0000700000`
400`  V`  KOFI`  CAFI`  0001`  01`  ERL`  0000310000`
400`  V`  KOFI`  CAFI`  0001`  01`  ERS`  0000379000`
400`  V`  KOFI`  CAFI`  0001`  02`  ERL`  0000330000`
400`  V`  KOFI`  CAFI`  0001`  02`  ERS`  0000379000`
400`  V`  KOFI`  CAFR`  0001`  01`  ERL`  0000709100`
400`  V`  KOFI`  CAHU`  0001`  01`  ERL`  0000911100`
400`  V`  KOFI`  CAHU`  0001`  01`  ERS`  0000911100`
400`  V`  KOFI`  CAHU`  0001`  02`  ERL`  0000931100`
400`  V`  KOFI`  CAHU`  0001`  02`  ERS`  0000931100`
400`  V`  KOFI`  CAJP`  0001`  01`  ERL`  0000811100`
400`  V`  KOFI`  CAJP`  0001`  01`  ERS`  0000811500`
400`  V`  KOFI`  CAJP`  0001`  02`  ERL`  0000811200`
400`  V`  KOFI`  CAJP`  0001`  02`  ERS`  0000811500`
400`  V`  KOFI`  CAKR`  SO01`  01`  ERL`  0050010100`
400`  V`  KOFI`  CAKR`  SO01`  01`  ERS`  0050010200`
400`  V`  KOFI`  CAKR`  SO01`  02`  ERL`  0050040100`
400`  V`  KOFI`  CAKR`  SO01`  02`  ERS`  0050040200`
400`  V`  KOFI`  CANA`  0001`  01`  ERL`  0000410000`
400`  V`  KOFI`  CANA`  0001`  01`  ERS`  0000440030`
400`  V`  KOFI`  CANA`  0001`  02`  ERL`  0000420000`
400`  V`  KOFI`  CANA`  0001`  02`  ERS`  0000440030`
400`  V`  KOFI`  CANO`  0001`  01`  ERL`  0000300000`
400`  V`  KOFI`  CANO`  0001`  01`  ERS`  0000308900`
400`  V`  KOFI`  CANO`  0001`  02`  ERL`  0000300100`
400`  V`  KOFI`  CANO`  0001`  02`  ERS`  0000308900`
400`  V`  KOFI`  CAPT`  0001`  02`  ERL`  0000711000`
400`  V`  KOFI`  CARU`  0001`  01`  ERL`  0090100000`
400`  V`  KOFI`  CARU`  0001`  01`  ERS`  0090100000`
400`  V`  KOFI`  CARU`  0001`  02`  ERL`  0090100000`
400`  V`  KOFI`  CARU`  0001`  02`  ERS`  0090100000`
400`  V`  KOFI`  CASE`  0001`  01`  ERL`  0000301000`
400`  V`  KOFI`  CASE`  0001`  01`  ERS`  0000373100`
400`  V`  KOFI`  CASE`  0001`  02`  ERL`  0000302000`
400`  V`  KOFI`  CASE`  0001`  02`  ERS`  0000373100`
400`  V`  KOFI`  CASE`  2000`  01`  ERL`  0000301000`
400`  V`  KOFI`  CASE`  2000`  01`  ERS`  0000373100`
