MANDT [C(00006)]`BUKRS [C(00008)]`TOGRU [C(00008)]`BETRS [P(00007)]`BETRH [P(00007)]`PROZS [P(00003)]`PROZH [P(00003)]`SKNTS [P(00007)]`SKNTH [P(00007)]`TOLER [C(00004)]`SKTRE [C(00002)]`XKONR [C(00002)]`ZTERM [C(00008)]`XSKAN [C(00002)]`MSLRP [C(00002)]`PRAVS [P(00003)]`PRAVH [P(00003)]`BEAVS [P(00007)]`BEAVH [P(00007)]`VRZDE [C(00002)]`BEADS [P(00007)]`BEADH [P(00007)]`PRADS [P(00003)]`PRADH [P(00003)]
400`  0001`  `  999 `  5 `  10 `  0 `  2 `  2 `  00`  `  `  0004`  X`  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0001`  DEB1`  999 `  5 `  10 `  2 `  1 `  1 `  01`  `  X`  `  X`  2`  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0001`  DEB2`  10 `  3 `  99 `  99 `  1 `  0 `  02`  `  X`  `  X`  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0001`  DEB3`  200 `  100 `  5 `  1 `  3 `  3 `  03`  `  `  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0001`  DEB4`  0 `  0 `  90 `  90 `  3 `  3 `  03`  `  `  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0001`  KRE1`  999 `  5 `  10 `  2 `  1 `  1 `  01`  `  X`  `  X`  2`  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0002`  `  5 `  5 `  2 `  2 `  2 `  2 `  00`  `  X`  `  X`  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0002`  CUS1`  999 `  5 `  10 `  2 `  1 `  1 `  01`  `  X`  `  X`  2`  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0002`  CUS2`  10 `  3 `  10 `  2 `  1 `  1 `  02`  `  X`  `  X`  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0002`  VEN1`  200 `  100 `  0 `  0 `  0 `  0 `  03`  `  X`  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0002`  VEN2`  0 `  0 `  0 `  0 `  0 `  0 `  03`  `  X`  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0007`  TM01`  1000 `  1000 `  5 `  5 `  10 `  10 `  00`  `  `  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0007`  TM02`  1000 `  1000 `  5 `  5 `  10 `  10 `  00`  `  `  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0027`  0001`  10 `  5 `  5 `  1 `  0 `  0 `  00`  `  X`  `  `  `  0 `  0 `  0 `  0 `  `  10 `  5 `  5 `  2
400`  0077`  `  0 `  0 `  0 `  0 `  0 `  0 `  00`  `  `  `  `  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0077`  77RC`  0 `  0 `  0 `  0 `  0 `  0 `  00`  `  `  `  `  `  0 `  0 `  0 `  0 `  `  50 `  50 `  2 `  2
400`  0085`  `  999 `  5 `  10 `  0 `  2 `  2 `  00`  `  `  0004`  X`  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0085`  DEB1`  999 `  5 `  10 `  2 `  1 `  1 `  01`  `  X`  `  X`  2`  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
400`  0085`  DEB2`  10 `  3 `  99 `  99 `  1 `  0 `  02`  `  X`  `  X`  `  0 `  0 `  0 `  0 `  `  0 `  0 `  0 `  0
