MANDT [C(00006)]`KTOPL [C(00008)]`SAKNR [C(00020)]`XBILK [C(00002)]`SAKAN [C(00020)]`BILKT [C(00020)]`ERDAT [D(00016)]`ERNAM [C(00024)]`GVTYP [C(00004)]`KTOKS [C(00008)]`MUSTR [C(00020)]`VBUND [C(00012)]`XLOEV [C(00002)]`XSPEA [C(00002)]`XSPEB [C(00002)]`XSPEP [C(00002)]`MCOD1 [C(00050)]
400`  YACN`  0017020102`  X`  0017020102`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0017030101`  X`  0017030101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0018112160`  X`  0018112160`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0019990101`  X`  0019990101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0019990202`  X`  0019990202`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0019990901`  X`  0019990901`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0020012251`  X`  0020012251`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020101`  X`  0022020101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020202`  X`  0022020202`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020204`  X`  0022020204`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020299`  X`  0022020299`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020390`  X`  0022020390`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020391`  X`  0022020391`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020411`  X`  0022020411`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020412`  X`  0022020412`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020503`  X`  0022020503`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022020611`  X`  0022020611`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022023000`  X`  0022023000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022030101`  X`  0022030101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022030110`  X`  0022030110`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022050900`  X`  0022050900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022110101`  X`  0022110101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022118000`  X`  0022118000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022119000`  X`  0022119000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022210101`  X`  0022210101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022210112`  X`  0022210112`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022210501`  X`  0022210501`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022212433`  X`  0022212433`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022212436`  X`  0022212436`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022410101`  X`  0022410101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022410103`  X`  0022410103`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022410104`  X`  0022410104`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022418000`  X`  0022418000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0022419000`  X`  0022419000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010100`  X`  0024010100`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010102`  X`  0024010102`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010103`  X`  0024010103`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010106`  X`  0024010106`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010151`  X`  0024010151`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010191`  X`  0024010191`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010199`  X`  0024010199`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0024010399`  X`  0024010399`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0025012252`  X`  0025012252`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0025012253`  X`  0025012253`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0026012432`  X`  0026012432`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0026012491`  X`  0026012491`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0026022431`  X`  0026022431`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0027110980`  X`  0027110980`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0027110983`  X`  0027110983`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0027110984`  X`  0027110984`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0027110985`  X`  0027110985`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0028012434`  X`  0028012434`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0028012493`  X`  0028012493`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0028012497`  X`  0028012497`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0029012437`  X`  0029012437`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0040010101`  X`  0040010101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0040020101`  X`  0040020101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0040020102`  X`  0040020102`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0041041501`  X`  0041041501`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0050010221`  X`  0050010221`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0050010301`  X`  0050010301`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0050010511`  X`  0050010511`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0050012001`  X`  0050012001`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0050012002`  X`  0050012002`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010101`  X`  0060010101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010102`  X`  0060010102`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010103`  X`  0060010103`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010104`  X`  0060010104`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010201`  X`  0060010201`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010506`  X`  0060010506`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010511`  X`  0060010511`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010512`  X`  0060010512`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010514`  X`  0060010514`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010517`  X`  0060010517`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010521`  X`  0060010521`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010530`  X`  0060010530`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060010531`  X`  0060010531`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0060510901`  X`  0060510901`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0064010101`  X`  0064010101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0064015041`  X`  0064015041`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0064015060`  X`  0064015060`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0064015080`  X`  0064015080`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0064015102`  X`  0064015102`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YACN`  0064015103`  X`  0064015103`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011031090`  X`  0011031090`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011032090`  X`  0011032090`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011080010`  X`  0011080010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011510099`  X`  0011510099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011720030`  X`  0011720030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011730010`  X`  0011730010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011740030`  X`  0011740030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011740099`  X`  0011740099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011810020`  X`  0011810020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011810030`  X`  0011810030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011810099`  X`  0011810099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011840010`  X`  0011840010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0011870010`  X`  0011870010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012010010`  X`  0012010010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012020020`  X`  0012020020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012030010`  X`  0012030010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012040010`  X`  0012040010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012060010`  X`  0012060010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012060020`  X`  0012060020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012060031`  X`  0012060031`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012060040`  X`  0012060040`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012060099`  X`  0012060099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012070010`  X`  0012070010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0012070020`  X`  0012070020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0013180310`  X`  0013180310`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0013711901`  X`  0013711901`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0014210020`  X`  0014210020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0014210030`  X`  0014210030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0014210050`  X`  0014210050`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0014210099`  X`  0014210099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0014230010`  X`  0014230010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0015510010`  X`  0015510010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0015520010`  X`  0015520010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0018990010`  X`  0018990010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021020010`  X`  0021020010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021020020`  X`  0021020020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021020030`  X`  0021020030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021191101`  X`  0021191101`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021191201`  X`  0021191201`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021510010`  X`  0021510010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021710030`  X`  0021710030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021710040`  X`  0021710040`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021710099`  X`  0021710099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021750010`  X`  0021750010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021760020`  X`  0021760020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021770030`  X`  0021770030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021770040`  X`  0021770040`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021770099`  X`  0021770099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021810020`  X`  0021810020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021810030`  X`  0021810030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021810040`  X`  0021810040`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021810099`  X`  0021810099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0021910010`  X`  0021910010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022010010`  X`  0022010010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022010020`  X`  0022010020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022010030`  X`  0022010030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022010040`  X`  0022010040`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022010050`  X`  0022010050`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022020010`  X`  0022020010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022040010`  X`  0022040010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022050010`  X`  0022050010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022140010`  X`  0022140010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022150010`  X`  0022150010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022190010`  X`  0022190010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0022300010`  X`  0022300010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023110020`  X`  0023110020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023110030`  X`  0023110030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023120020`  X`  0023120020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023120030`  X`  0023120030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023130020`  X`  0023130020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023140010`  X`  0023140010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023300030`  X`  0023300030`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0023990020`  X`  0023990020`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400010`  X`  0026400010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400110`  X`  0026400110`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400210`  X`  0026400210`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400310`  X`  0026400310`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400410`  X`  0026400410`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400510`  X`  0026400510`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400610`  X`  0026400610`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400710`  X`  0026400710`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400810`  X`  0026400810`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026400910`  X`  0026400910`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026401010`  X`  0026401010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026401110`  X`  0026401110`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026401210`  X`  0026401210`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026401310`  X`  0026401310`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026450010`  X`  0026450010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026800610`  X`  0026800610`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026800620`  X`  0026800620`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026800810`  X`  0026800810`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0026900000`  X`  0026900000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0029500100`  X`  0029500100`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0029500900`  X`  0029500900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0031100010`  X`  0031100010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0031200010`  X`  0031200010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0031600010`  X`  0031600010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0032110010`  X`  0032110010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0033510010`  X`  0033510010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0099100050`  X`  0099100050`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0099100060`  X`  0099100060`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0099100070`  X`  0099100070`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATW`  0099100080`  X`  0099100080`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0022010300`  X`  0022010300`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0012607100`  X`  0012607100`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0012605200`  X`  0012605200`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0022006400`  X`  0022006400`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0012540210`  X`  0012540210`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0012605210`  X`  0012605210`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0012607000`  X`  0012607000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YCOA`  0022006410`  X`  0022006410`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0101010900`  X`  0101010900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0102001099`  X`  0102001099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0102002099`  X`  0102002099`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0108003010`  X`  0108003010`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0120000100`  X`  0120000100`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0120000900`  X`  0120000900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0120010900`  X`  0120010900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0120100900`  X`  0120100900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0121010900`  X`  0121010900`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0127000000`  X`  0127000000`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0127000002`  X`  0127000002`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
400`  YATR`  0127000003`  X`  0127000003`  `  00000000`  SAP`  `  SAKO`  `  `  `  `  `  `
