MANDANT [C(00006)]`OBJECTCLAS [C(00030)]`OBJECTID [C(00180)]`CHANGENR [C(00020)]`TABNAME [C(00060)]`TABKEY [C(00140)]`FNAME [C(00060)]`CHNGIND [C(00002)]`TEXT_CASE [C(00002)]`UNIT_OLD [C(00006)]`UNIT_NEW [C(00006)]`CUKY_OLD [C(00010)]`CUKY_NEW [C(00010)]`VALUE_NEW [C(00508)]`VALUE_OLD [C(00508)]
400`  PFCG`  SAP_BR_AP_MANAGER`  0000239667`  AGR_USERS`  400SAP_BR_AP_MANAGER             SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_ACCOUNTANT`  0000239668`  AGR_USERS`  400SAP_BR_AR_ACCOUNTANT          SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_MANAGER`  0000239669`  AGR_USERS`  400SAP_BR_AR_MANAGER             SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BILLING_CLERK`  0000239670`  AGR_USERS`  400SAP_BR_BILLING_CLERK          SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BOM_ENGINEER`  0000239671`  AGR_USERS`  400SAP_BR_BOM_ENGINEER           SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BPC_EXPERT`  0000239672`  AGR_USERS`  400SAP_BR_BPC_EXPERT             SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUPA_MASTER_SPECIALIST`  0000239673`  AGR_USERS`  400SAP_BR_BUPA_MASTER_SPECIALIST SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUYER`  0000239674`  AGR_USERS`  400SAP_BR_BUYER                  SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CASH_SPECIALIST`  0000239675`  AGR_USERS`  400SAP_BR_CASH_SPECIALIST        SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CREDIT_CONTROLLER`  0000239676`  AGR_USERS`  400SAP_BR_CREDIT_CONTROLLER      SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DESIGN_ENGINEER`  0000239677`  AGR_USERS`  400SAP_BR_DESIGN_ENGINEER        SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DEVELOPMENT_MANAGER_DIN`  0000239678`  AGR_USERS`  400SAP_BR_DEVELOPMENT_MANAGER_DINSAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_EMPLOYEE_PROCUREMENT`  0000239679`  AGR_USERS`  400SAP_BR_EMPLOYEE_PROCUREMENT   SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_GL_ACCOUNTANT`  0000239680`  AGR_USERS`  400SAP_BR_GL_ACCOUNTANT          SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INTERNAL_SALES_REP`  0000239681`  AGR_USERS`  400SAP_BR_INTERNAL_SALES_REP     SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INVENTORY_MANAGER`  0000239682`  AGR_USERS`  400SAP_BR_INVENTORY_MANAGER      SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_PLANNER`  0000239683`  AGR_USERS`  400SAP_BR_MAINTENANCE_PLANNER    SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_TECHNICIAN`  0000239684`  AGR_USERS`  400SAP_BR_MAINTENANCE_TECHNICIAN SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MATL_PLNR_EXT_PROC`  0000239685`  AGR_USERS`  400SAP_BR_MATL_PLNR_EXT_PROC     SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MD_SPECIALIST_RAW_SUBST`  0000239686`  AGR_USERS`  400SAP_BR_MD_SPECIALIST_RAW_SUBSTSAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_OVERHEAD_ACCOUNTANT`  0000239687`  AGR_USERS`  400SAP_BR_OVERHEAD_ACCOUNTANT    SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODMASTER_SPECIALIST`  0000239688`  AGR_USERS`  400SAP_BR_PRODMASTER_SPECIALIST  SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ACCOUNTANT`  0000239689`  AGR_USERS`  400SAP_BR_PRODN_ACCOUNTANT       SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_DISC`  0000239690`  AGR_USERS`  400SAP_BR_PRODN_ENG_DISC         SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_PROC`  0000239691`  AGR_USERS`  400SAP_BR_PRODN_ENG_PROC         SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_DISC`  0000239692`  AGR_USERS`  400SAP_BR_PRODN_OPTR_DISC        SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_PROC`  0000239693`  AGR_USERS`  400SAP_BR_PRODN_OPTR_PROC        SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_RPTV`  0000239694`  AGR_USERS`  400SAP_BR_PRODN_OPTR_RPTV        SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR`  0000239695`  AGR_USERS`  400SAP_BR_PRODN_PLNR             SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR_LEAN_MFG`  0000239696`  AGR_USERS`  400SAP_BR_PRODN_PLNR_LEAN_MFG    SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_DISC`  0000239697`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_DISC  SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_PROC`  0000239698`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_PROC  SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_RPTV`  0000239699`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_RPTV  SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODUCT_CONFIG_MODELER`  0000239700`  AGR_USERS`  400SAP_BR_PRODUCT_CONFIG_MODELER SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASER`  0000239701`  AGR_USERS`  400SAP_BR_PURCHASER              SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASING_MANAGER`  0000239702`  AGR_USERS`  400SAP_BR_PURCHASING_MANAGER     SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECEIVING_SPECIALIST`  0000239703`  AGR_USERS`  400SAP_BR_RECEIVING_SPECIALIST   SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECIPE_DEVELOPER`  0000239704`  AGR_USERS`  400SAP_BR_RECIPE_DEVELOPER       SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_SHIPPING_SPECIALIST`  0000239705`  AGR_USERS`  400SAP_BR_SHIPPING_SPECIALIST    SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_WAREHOUSE_CLERK`  0000239706`  AGR_USERS`  400SAP_BR_WAREHOUSE_CLERK        SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FIN_BANK_APP`  0000239707`  AGR_USERS`  400SAP_FIN_BANK_APP              SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FND_TCR_T`  0000239708`  AGR_USERS`  400SAP_FND_TCR_T                 SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDGA_MENU`  0000239709`  AGR_USERS`  400SAP_MDGA_MENU                 SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDG_ADMIN`  0000239710`  AGR_USERS`  400SAP_MDG_ADMIN                 SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFM_DLV_APP`  0000239711`  AGR_USERS`  400SAP_SD_SOFM_DLV_APP           SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFULFIL_MON_APP`  0000239712`  AGR_USERS`  400SAP_SD_SOFULFIL_MON_APP       SAP556      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  ZSAPTEXT`  0000239713`  AGR_USERS`  400ZSAPTEXT                      SAP556      2020112799991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_LORD_ODATA_ORDER`  0000239716`  AGR_USERS`  400SAPOS_SD_LORD_ODATA_ORDER     SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_RESOLVE_CREDIT_BLOCK`  0000239717`  AGR_USERS`  400SAPOS_SD_RESOLVE_CREDIT_BLOCK SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_SOFM_INVOICE`  0000239718`  AGR_USERS`  400SAPOS_SD_SOFM_INVOICE         SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SEFS_ADMIN`  0000239719`  AGR_USERS`  400SAP_BC_SEFS_ADMIN             SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SES_ADMIN`  0000239720`  AGR_USERS`  400SAP_BC_SES_ADMIN              SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT`  0000239721`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT          SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT_US`  0000239722`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT_US       SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_ADMINISTRATOR_RCP_DEV`  0000239723`  AGR_USERS`  400SAP_BR_ADMINISTRATOR_RCP_DEV  SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT`  0000239724`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT          SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT_PROCUREMT`  0000239725`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT_PROCUREMTSAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_MANAGER`  0000239726`  AGR_USERS`  400SAP_BR_AP_MANAGER             SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_ACCOUNTANT`  0000239727`  AGR_USERS`  400SAP_BR_AR_ACCOUNTANT          SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_MANAGER`  0000239728`  AGR_USERS`  400SAP_BR_AR_MANAGER             SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BILLING_CLERK`  0000239729`  AGR_USERS`  400SAP_BR_BILLING_CLERK          SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BOM_ENGINEER`  0000239730`  AGR_USERS`  400SAP_BR_BOM_ENGINEER           SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BPC_EXPERT`  0000239731`  AGR_USERS`  400SAP_BR_BPC_EXPERT             SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUPA_MASTER_SPECIALIST`  0000239732`  AGR_USERS`  400SAP_BR_BUPA_MASTER_SPECIALIST SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUYER`  0000239733`  AGR_USERS`  400SAP_BR_BUYER                  SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CASH_SPECIALIST`  0000239734`  AGR_USERS`  400SAP_BR_CASH_SPECIALIST        SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CREDIT_CONTROLLER`  0000239735`  AGR_USERS`  400SAP_BR_CREDIT_CONTROLLER      SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DESIGN_ENGINEER`  0000239736`  AGR_USERS`  400SAP_BR_DESIGN_ENGINEER        SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DEVELOPMENT_MANAGER_DIN`  0000239737`  AGR_USERS`  400SAP_BR_DEVELOPMENT_MANAGER_DINSAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_EMPLOYEE_PROCUREMENT`  0000239738`  AGR_USERS`  400SAP_BR_EMPLOYEE_PROCUREMENT   SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_GL_ACCOUNTANT`  0000239739`  AGR_USERS`  400SAP_BR_GL_ACCOUNTANT          SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INTERNAL_SALES_REP`  0000239740`  AGR_USERS`  400SAP_BR_INTERNAL_SALES_REP     SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INVENTORY_MANAGER`  0000239741`  AGR_USERS`  400SAP_BR_INVENTORY_MANAGER      SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_PLANNER`  0000239742`  AGR_USERS`  400SAP_BR_MAINTENANCE_PLANNER    SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_TECHNICIAN`  0000239743`  AGR_USERS`  400SAP_BR_MAINTENANCE_TECHNICIAN SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MATL_PLNR_EXT_PROC`  0000239744`  AGR_USERS`  400SAP_BR_MATL_PLNR_EXT_PROC     SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MD_SPECIALIST_RAW_SUBST`  0000239745`  AGR_USERS`  400SAP_BR_MD_SPECIALIST_RAW_SUBSTSAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_OVERHEAD_ACCOUNTANT`  0000239746`  AGR_USERS`  400SAP_BR_OVERHEAD_ACCOUNTANT    SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODMASTER_SPECIALIST`  0000239747`  AGR_USERS`  400SAP_BR_PRODMASTER_SPECIALIST  SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ACCOUNTANT`  0000239748`  AGR_USERS`  400SAP_BR_PRODN_ACCOUNTANT       SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_DISC`  0000239749`  AGR_USERS`  400SAP_BR_PRODN_ENG_DISC         SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_ENG_PROC`  0000239750`  AGR_USERS`  400SAP_BR_PRODN_ENG_PROC         SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_DISC`  0000239751`  AGR_USERS`  400SAP_BR_PRODN_OPTR_DISC        SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_PROC`  0000239752`  AGR_USERS`  400SAP_BR_PRODN_OPTR_PROC        SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_OPTR_RPTV`  0000239753`  AGR_USERS`  400SAP_BR_PRODN_OPTR_RPTV        SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR`  0000239754`  AGR_USERS`  400SAP_BR_PRODN_PLNR             SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_PLNR_LEAN_MFG`  0000239755`  AGR_USERS`  400SAP_BR_PRODN_PLNR_LEAN_MFG    SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_DISC`  0000239756`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_DISC  SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_PROC`  0000239757`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_PROC  SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODN_SUPERVISOR_RPTV`  0000239758`  AGR_USERS`  400SAP_BR_PRODN_SUPERVISOR_RPTV  SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODUCT_CONFIG_MODELER`  0000239759`  AGR_USERS`  400SAP_BR_PRODUCT_CONFIG_MODELER SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASER`  0000239760`  AGR_USERS`  400SAP_BR_PURCHASER              SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PURCHASING_MANAGER`  0000239761`  AGR_USERS`  400SAP_BR_PURCHASING_MANAGER     SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECEIVING_SPECIALIST`  0000239762`  AGR_USERS`  400SAP_BR_RECEIVING_SPECIALIST   SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_RECIPE_DEVELOPER`  0000239763`  AGR_USERS`  400SAP_BR_RECIPE_DEVELOPER       SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_SHIPPING_SPECIALIST`  0000239764`  AGR_USERS`  400SAP_BR_SHIPPING_SPECIALIST    SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_WAREHOUSE_CLERK`  0000239765`  AGR_USERS`  400SAP_BR_WAREHOUSE_CLERK        SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FIN_BANK_APP`  0000239766`  AGR_USERS`  400SAP_FIN_BANK_APP              SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_FND_TCR_T`  0000239767`  AGR_USERS`  400SAP_FND_TCR_T                 SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDGA_MENU`  0000239768`  AGR_USERS`  400SAP_MDGA_MENU                 SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_MDG_ADMIN`  0000239769`  AGR_USERS`  400SAP_MDG_ADMIN                 SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFM_DLV_APP`  0000239770`  AGR_USERS`  400SAP_SD_SOFM_DLV_APP           SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_SD_SOFULFIL_MON_APP`  0000239771`  AGR_USERS`  400SAP_SD_SOFULFIL_MON_APP       SAP557      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  ZSAPTEXT`  0000239772`  AGR_USERS`  400ZSAPTEXT                      SAP557      2020112799991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_LORD_ODATA_ORDER`  0000239904`  AGR_USERS`  400SAPOS_SD_LORD_ODATA_ORDER     SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_RESOLVE_CREDIT_BLOCK`  0000239905`  AGR_USERS`  400SAPOS_SD_RESOLVE_CREDIT_BLOCK SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAPOS_SD_SOFM_INVOICE`  0000239906`  AGR_USERS`  400SAPOS_SD_SOFM_INVOICE         SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SEFS_ADMIN`  0000239907`  AGR_USERS`  400SAP_BC_SEFS_ADMIN             SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BC_SES_ADMIN`  0000239908`  AGR_USERS`  400SAP_BC_SES_ADMIN              SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT`  0000239909`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT          SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AA_ACCOUNTANT_US`  0000239910`  AGR_USERS`  400SAP_BR_AA_ACCOUNTANT_US       SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_ADMINISTRATOR_RCP_DEV`  0000239911`  AGR_USERS`  400SAP_BR_ADMINISTRATOR_RCP_DEV  SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT`  0000239912`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT          SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_ACCOUNTANT_PROCUREMT`  0000239913`  AGR_USERS`  400SAP_BR_AP_ACCOUNTANT_PROCUREMTSAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AP_MANAGER`  0000239914`  AGR_USERS`  400SAP_BR_AP_MANAGER             SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_ACCOUNTANT`  0000239915`  AGR_USERS`  400SAP_BR_AR_ACCOUNTANT          SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_AR_MANAGER`  0000239916`  AGR_USERS`  400SAP_BR_AR_MANAGER             SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BILLING_CLERK`  0000239917`  AGR_USERS`  400SAP_BR_BILLING_CLERK          SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BOM_ENGINEER`  0000239918`  AGR_USERS`  400SAP_BR_BOM_ENGINEER           SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BPC_EXPERT`  0000239919`  AGR_USERS`  400SAP_BR_BPC_EXPERT             SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUPA_MASTER_SPECIALIST`  0000239920`  AGR_USERS`  400SAP_BR_BUPA_MASTER_SPECIALIST SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_BUYER`  0000239921`  AGR_USERS`  400SAP_BR_BUYER                  SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CASH_SPECIALIST`  0000239922`  AGR_USERS`  400SAP_BR_CASH_SPECIALIST        SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_CREDIT_CONTROLLER`  0000239923`  AGR_USERS`  400SAP_BR_CREDIT_CONTROLLER      SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DESIGN_ENGINEER`  0000239924`  AGR_USERS`  400SAP_BR_DESIGN_ENGINEER        SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_DEVELOPMENT_MANAGER_DIN`  0000239925`  AGR_USERS`  400SAP_BR_DEVELOPMENT_MANAGER_DINSAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_EMPLOYEE_PROCUREMENT`  0000239926`  AGR_USERS`  400SAP_BR_EMPLOYEE_PROCUREMENT   SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_GL_ACCOUNTANT`  0000239927`  AGR_USERS`  400SAP_BR_GL_ACCOUNTANT          SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INTERNAL_SALES_REP`  0000239928`  AGR_USERS`  400SAP_BR_INTERNAL_SALES_REP     SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_INVENTORY_MANAGER`  0000239929`  AGR_USERS`  400SAP_BR_INVENTORY_MANAGER      SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_PLANNER`  0000239930`  AGR_USERS`  400SAP_BR_MAINTENANCE_PLANNER    SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MAINTENANCE_TECHNICIAN`  0000239931`  AGR_USERS`  400SAP_BR_MAINTENANCE_TECHNICIAN SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MATL_PLNR_EXT_PROC`  0000239932`  AGR_USERS`  400SAP_BR_MATL_PLNR_EXT_PROC     SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_MD_SPECIALIST_RAW_SUBST`  0000239933`  AGR_USERS`  400SAP_BR_MD_SPECIALIST_RAW_SUBSTSAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_OVERHEAD_ACCOUNTANT`  0000239934`  AGR_USERS`  400SAP_BR_OVERHEAD_ACCOUNTANT    SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
400`  PFCG`  SAP_BR_PRODMASTER_SPECIALIST`  0000239935`  AGR_USERS`  400SAP_BR_PRODMASTER_SPECIALIST  SAP558      2020082199991231`  KEY`  I`  1`  `  `  `  `  `
