MANDT [C(00006)]`PSTYV [C(00008)]`FKREL [C(00002)]`PRSFD [C(00002)]`ASWPA [C(00002)]`STRUM [C(00002)]`EVRWR [C(00002)]`KALSM [C(00012)]`SOBKZ [C(00002)]`FAKTF [C(00004)]`RRREL [C(00002)]`ACDATV [C(00002)]`UVEIB [C(00006)]`LVART [C(00004)]
400`  0001`  `  `  `  `  `  `  `  `  `  `  `
400`  93A9`  I`  X`  `  `  X`  `  `  `  `  `  `
400`  AD1C`  C`  `  `  C`  `  `  `  02`  `  `  `
400`  AD1N`  C`  `  `  `  `  `  `  02`  `  `  `
400`  AD2N`  C`  X`  `  `  X`  `  `  02`  `  `  `
400`  ADP1`  `  `  `  `  `  `  `  `  `  `  `
400`  ADP2`  `  `  `  `  `  `  `  `  `  `  `
400`  ADP3`  A`  X`  `  `  X`  `  V`  `  `  `  `
400`  AEBA`  `  `  `  `  `  `  `  `  `  `  `
400`  AEBT`  A`  X`  `  `  X`  `  `  `  `  `  `
400`  AEN`  `  X`  `  `  X`  `  `  `  `  `  `
400`  AES`  `  X`  `  `  X`  `  `  `  `  `  `
400`  AFB`  `  `  X`  A`  `  `  `  `  `  `  `
400`  AFC`  `  X`  `  D`  X`  `  `  `  `  `  `
400`  AFN`  `  X`  `  `  X`  `  `  `  `  `  `
400`  AFNN`  `  `  `  `  X`  `  `  `  `  `  `
400`  AFTX`  `  `  `  `  `  `  `  `  `  `  `
400`  AFX`  `  X`  `  `  `  `  `  `  `  `  `
400`  AGC`  `  X`  `  D`  X`  `  `  `  `  `  `
400`  AGE`  `  X`  `  `  `  `  `  01`  `  `  `
400`  AGM`  A`  `  `  D`  X`  `  `  `  `  `  `
400`  AGN`  `  X`  `  `  X`  `  `  `  `  `  `
400`  AGNN`  `  `  `  `  X`  `  `  `  `  `  `
400`  AGR`  `  X`  `  `  `  `  `  01`  `  `  `
400`  AGTX`  `  `  `  `  `  `  `  `  `  `  `
400`  AGX`  `  X`  `  `  `  `  `  `  `  `  `
400`  ALEN`  A`  X`  `  `  X`  `  E`  `  `  `  `
400`  ALES`  B`  X`  `  `  X`  `  `  `  `  `  `
400`  ANGI`  `  `  `  `  `  `  `  `  `  `  `
400`  AP01`  `  `  `  `  `  `  `  `  `  `  `
400`  APX`  `  X`  `  `  `  `  `  `  `  `  `
400`  APXS`  `  X`  `  `  `  `  `  `  `  `  `
400`  ARTX`  `  `  `  `  `  `  `  `  `  `  `
400`  ATAE`  `  `  `  `  `  `  `  `  `  `  `
400`  ATAP`  `  `  X`  A`  `  `  `  `  `  `  `
400`  ATAQ`  `  X`  X`  A`  X`  `  `  `  `  `  `
400`  AVC`  `  X`  `  D`  X`  `  `  `  `  `  `
400`  AVN`  `  X`  `  `  X`  `  `  `  `  `  `
400`  B1E`  C`  X`  `  `  `  `  `  `  `  `  `
400`  B1N`  C`  X`  `  `  `  `  `  `  `  `  `
400`  BI1`  B`  X`  `  `  `  `  `  `  `  `  `
400`  BI2`  B`  X`  `  `  `  `  `  `  `  `  `
400`  BVN`  B`  X`  `  `  X`  `  `  `  `  `  `
400`  BVNN`  `  `  `  `  `  `  `  `  `  `  `
400`  BWKN`  `  X`  `  `  `  `  `  `  `  `  `
400`  CB05`  `  X`  `  `  X`  `  `  `  `  `  `
400`  CB1`  B`  X`  `  `  X`  `  `  `  `  `  `
400`  CB10`  `  `  `  `  `  `  `  `  `  `  `
400`  CB11`  `  `  `  `  `  `  `  `  `  `  `
400`  CB14`  A`  X`  `  `  X`  `  `  `  `  `  `
400`  CB15`  B`  X`  `  `  X`  `  `  `  `  `  `
400`  CB1I`  A`  X`  `  `  X`  `  V`  `  `  `  `
400`  CB2`  F`  X`  `  `  X`  `  `  `  `  `  `
400`  CB3`  B`  B`  `  `  X`  `  `  `  `  `  `
400`  CB4`  F`  B`  `  `  X`  `  `  `  `  `  `
400`  CB97`  `  X`  `  `  `  `  `  `  `  `  `
400`  CB98`  A`  X`  `  `  X`  `  `  `  `  `  `
400`  CB99`  A`  `  `  `  X`  `  `  `  `  `  `
400`  CB9F`  D`  B`  `  `  X`  `  `  `  `  `  `
400`  CB9I`  A`  X`  `  `  X`  `  W`  `  `  `  `
400`  CB9P`  D`  B`  `  `  X`  `  `  `  `  `  `
400`  CB9R`  A`  X`  `  `  X`  `  W`  `  `  `  `
400`  CBAB`  A`  X`  `  `  X`  `  E`  `  `  `  `
400`  CBAG`  `  X`  `  `  X`  `  `  `  `  `  `
400`  CBAO`  I`  X`  `  `  X`  `  `  `  `  `  `
400`  CBAP`  `  X`  `  D`  X`  `  `  `  `  `  `
400`  CBAQ`  `  X`  `  D`  X`  `  `  `  `  `  `
400`  CBEE`  A`  `  `  `  `  `  `  `  `  `  `
400`  CBEN`  A`  X`  `  `  X`  `  `  `  `  `  `
400`  CBLN`  `  `  `  `  X`  `  `  `  `  `  `
400`  CBNF`  A`  X`  `  `  X`  `  `  `  `  `  `
400`  CBOS`  S`  X`  `  `  `  `  `  `  `  `  `  02
400`  CBQ3`  `  B`  `  `  X`  `  `  `  `  `  `
400`  CBQ4`  `  B`  `  `  X`  `  `  `  `  `  `
400`  CBQX`  `  B`  `  `  X`  `  `  `  `  `  `
400`  CBSS`  S`  X`  `  `  `  `  `  `  `  `  `  02
400`  CBTA`  I`  X`  `  `  X`  `  `  `  `  `  `
400`  CBTC`  A`  X`  `  D`  `  `  `  `  `  `  `
400`  CBTD`  I`  X`  `  D`  `  `  `  `  `  `  `
400`  CBTE`  I`  `  `  `  `  `  `  `  `  `  `
400`  CBTN`  A`  B`  `  D`  `  `  `  `  `  `  `
400`  CBTP`  I`  `  X`  A`  `  `  `  `  `  `  `
400`  CBTQ`  I`  X`  X`  A`  X`  `  `  `  `  `  `
400`  CBXB`  A`  B`  `  `  X`  `  E`  `  `  `  `
400`  CBXN`  A`  B`  `  `  X`  `  `  `  `  `  `
