MANDT [C(00006)]`BUKRS [C(00008)]`ANLN1 [C(00024)]`ANLN2 [C(00008)]`AFABE [C(00004)]`XLOEV [C(00002)]`XSPEB [C(00002)]`AFASL [C(00008)]`NDJAR [C(00006)]`NDPER [C(00006)]
400`  CN02`  000000100000`  0000`  01`  `  `  Z001`  010`  000
400`  CN02`  000000100000`  0000`  20`  `  `  LINJ`  010`  000
400`  BJDM`  000000800001`  0000`  01`  `  `  0000`  000`  000
400`  CN02`  000000100000`  0000`  30`  `  `  LINJ`  005`  000
400`  CN02`  003100000000`  0000`  01`  `  `  Z001`  010`  000
400`  CN02`  003100000000`  0000`  20`  `  `  LINJ`  005`  000
400`  ZZSY`  000000030002`  0000`  01`  `  `  DS11`  005`  000
400`  ZZSY`  000000030002`  0000`  20`  `  `  DB11`  005`  000
400`  CN02`  004000000000`  0000`  01`  `  `  0000`  010`  000
400`  BJDM`  000000800001`  0000`  30`  `  `  0000`  000`  000
400`  BJDM`  000000800002`  0000`  01`  `  `  0000`  000`  000
400`  BJDM`  000000800002`  0000`  30`  `  `  0000`  000`  000
400`  BJDM`  000000200000`  0000`  01`  `  `  LINK`  005`  000
400`  BJDM`  000000200000`  0000`  30`  `  `  LINK`  005`  000
400`  BJDM`  000000200001`  0000`  01`  `  `  LINK`  005`  000
400`  BJDM`  000000200001`  0000`  30`  `  `  LINK`  005`  000
400`  BJDM`  000000200002`  0000`  01`  `  `  LINK`  005`  000
400`  BJDM`  000000200002`  0000`  30`  `  `  LINK`  005`  000
400`  CN02`  003100000000`  0000`  30`  `  `  LINJ`  005`  000
400`  BJDM`  000000200003`  0000`  01`  `  `  LINK`  005`  000
400`  BJDM`  000000200003`  0000`  30`  `  `  LINK`  005`  000
400`  BJDM`  000000100000`  0000`  01`  `  `  LINK`  010`  000
400`  BJDM`  000000100000`  0000`  30`  `  `  LINK`  010`  000
400`  XXGS`  000100000000`  0000`  01`  `  `  XX01`  030`  000
400`  XXGS`  000100000001`  0000`  01`  `  `  XX01`  030`  000
400`  XXGS`  000100000001`  0000`  20`  `  `  XX01`  030`  000
400`  XXGS`  000100000002`  0001`  01`  `  `  XX01`  020`  000
400`  XXGS`  000100000002`  0001`  20`  `  `  XX01`  020`  000
400`  XXGS`  000100000002`  0001`  30`  `  `  XX01`  020`  000
400`  XXGS`  000100000002`  0000`  01`  `  `  XX01`  020`  000
400`  XXGS`  000100000002`  0000`  20`  `  `  XX01`  020`  000
400`  XXGS`  000100000002`  0000`  30`  `  `  XX01`  020`  000
400`  7000`  000110000001`  0000`  01`  `  `  Z001`  020`  000
400`  7000`  000110000001`  0000`  32`  `  `  Z001`  020`  000
400`  7000`  000110000000`  0000`  01`  `  `  Z001`  020`  000
400`  7000`  000110000000`  0000`  32`  `  `  Z001`  020`  000
400`  7000`  000610000000`  0000`  01`  `  `  Z003`  000`  000
400`  7000`  000610000000`  0000`  32`  `  `  Z003`  000`  000
400`  7000`  000110000000`  0001`  01`  `  `  Z001`  020`  000
400`  7000`  000110000000`  0001`  32`  `  `  Z001`  020`  000
400`  7010`  000110000000`  0000`  01`  `  `  Z001`  020`  000
400`  7010`  000110000000`  0000`  32`  `  `  Z001`  020`  000
400`  7010`  000110000001`  0000`  01`  `  `  Z001`  020`  000
400`  7010`  000110000001`  0000`  32`  `  `  Z001`  020`  000
400`  7000`  000110000002`  0000`  01`  `  `  Z001`  020`  000
400`  7000`  000110000002`  0000`  32`  `  `  Z001`  020`  000
400`  7000`  000110000003`  0000`  01`  `  `  Z001`  020`  000
400`  7000`  000110000003`  0000`  32`  `  `  Z001`  020`  000
400`  CN02`  003100000001`  0000`  01`  `  `  LINJ`  015`  000
400`  CN02`  003100000001`  0000`  20`  `  `  LINJ`  005`  000
