PDTOL [C(00006)]`STREA [C(00002)]`STSET [C(00002)]`STVAW [C(00002)]`STVLW [C(00002)]`WSWIN [C(00006)]`PDMAX [C(00006)]`OITOL [C(00006)]`MAVAL [P(00015)]`MANDT [C(00006)]`KKBER [C(00008)]`DUNNG [C(00002)]`CTLPC [C(00006)]`CRPRC [C(00006)]`CRMGR [C(00004)]`CMPAH [C(00002)]`CMPAG [C(00002)]`CMPAF [C(00002)]`CMPAE [C(00002)]`CMPAD [C(00002)]`CMPAC [C(00002)]`CMPAB [C(00002)]`CMPAA [C(00002)]`CECKI [C(00002)]`DKLIM [P(00015)]`WOVLW [C(00002)]`WSREA [C(00002)]`WLSET [C(00002)]`MAREA [C(00002)]`MASET [C(00002)]
100`  `  `  `  `  002`  050`  100`  9999999 `  400`  0001`  1`  001`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  A`  X`  B`
100`  `  `  `  `  002`  050`  100`  9999999 `  400`  0001`  1`  001`  000`  02`  `  `  `  `  `  `  `  `  `  0 `  `  A`  X`  B`
100`  `  `  `  `  002`  050`  100`  0 `  400`  0001`  1`  001`  000`  03`  `  `  `  `  `  `  `  `  `  0 `  `  B`  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  1000`  0`  A`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  1000`  0`  B`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  1000`  0`  C`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  1000`  0`  D`  005`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  1000 `  400`  1000`  0`  E`  005`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  8570`  0`  A`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  8570`  0`  B`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  8570`  0`  C`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  8570`  0`  D`  005`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  1000 `  400`  8570`  0`  E`  005`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9390`  0`  A`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9390`  0`  B`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9390`  0`  C`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9390`  0`  D`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9390`  0`  E`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9700`  0`  A`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9700`  0`  B`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9700`  0`  C`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9700`  0`  D`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
000`  `  `  `  `  000`  000`  000`  0 `  400`  9700`  0`  E`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  `  `  `
100`  `  `  `  `  002`  050`  100`  9999999 `  400`  9700`  1`  KO1`  000`  01`  `  `  `  `  `  `  `  `  `  0 `  `  A`  X`  B`
100`  `  `  `  `  002`  050`  100`  9999999 `  400`  9700`  1`  KO1`  000`  02`  `  `  `  `  `  `  `  `  `  0 `  `  A`  X`  B`
