mandt [C(00006)]`bname [C(00024)]`persnumber [C(00020)]
400`  SAP074`  0000028490
400`  SAP274`  0000029587
400`  SAP275`  0000029596
400`  SAP276`  0000029598
400`  DDIC`  0000023448
400`  SAP*`  0000023449
400`  BPINST`  0000023450
400`  BGRFCUSER`  0000023451
400`  SAP_WFRT`  0000023452
400`  S4H_PP`  0000023453
400`  S4H_MM`  0000023454
400`  S4H_CO`  0000023455
400`  S4H_FIN`  0000023456
400`  S4H_CASH`  0000023457
400`  S4H_EXT`  0000023458
400`  S4H_PUR`  0000023459
400`  S4H_SD`  0000023460
400`  S4H_AA`  0000023461
400`  S4H_MG`  0000023462
400`  S4H_SHP`  0000023463
400`  DELAY_LOGON`
400`  SAP_WSRT`
400`  SDMI_EYCEUWY`
400`  SAP000`  0000027944
400`  SAP001`  0000027946
400`  LIUYL`  0000027948
400`  XINGYQ`  0000027950
400`  PANQX`  0000027952
400`  TANLB`  0000027954
400`  TMSADM`
400`  SAP366`  0000030137
400`  WANGYY`  0000027958
400`  WANGDD`  0000027960
400`  SUNYJ`  0000027962
400`  CHENGSM`  0000027964
400`  CRESOFT`  0000027966
400`  SAP002`  0000027968
400`  SAP`  0000027970
400`  SAP124`  0000028742
400`  LIUMENG`  0000027974
400`  SAP003`  0000027984
400`  SAP004`  0000027986
400`  SAP005`  0000027988
400`  SAP006`  0000027990
400`  SAP007`  0000027992
400`  SAP008`  0000028004
400`  SAP009`  0000028006
400`  SAP010`  0000028008
400`  SAP011`  0000028010
400`  SAP012`  0000028012
400`  SAP013`  0000028015
400`  SAP014`  0000028017
400`  SAP015`  0000028024
400`  SAP016`  0000028026
400`  SAP017`  0000028028
400`  SAP018`  0000028030
400`  SAP019`  0000028032
400`  SAP020`  0000028034
400`  SAP021`  0000028036
400`  SAP022`  0000028038
400`  SAP023`  0000028040
400`  SAP024`  0000028042
400`  SAP025`  0000028044
400`  SAP026`  0000028046
400`  SAP027`  0000028051
400`  SAP028`  0000028053
400`  SAP029`  0000028055
400`  SAP030`  0000028057
400`  SAP031`  0000028059
400`  SAP032`  0000028061
400`  SAP033`  0000028065
400`  SAP034`  0000028067
400`  SAP035`  0000028078
400`  SAP036`  0000028080
400`  SAP037`  0000028083
400`  SAP038`  0000028085
400`  SAP039`  0000028088
400`  SAP040`  0000028118
400`  SAP_FI`  0000028122
400`  SAP041`  0000028127
400`  SAP043`  0000028153
400`  SAP042`  0000028155
400`  SAP044`  0000028157
400`  SAP045`  0000028173
400`  SAP046`  0000028195
400`  SAP047`  0000028199
400`  SAP048`  0000028209
400`  SAP049`  0000028234
400`  SAP050`  0000028239
400`  SAP051`  0000028241
400`  SAP052`  0000028256
400`  SAP053`  0000028260
400`  SAP054`  0000028265
400`  SAP055`  0000028275
400`  SAP056`  0000028287
400`  SAP057`  0000028301
400`  ZHUJC`  0000028307
400`  SAP058`  0000028314
400`  SAP059`  0000028316
400`  SAP060`  0000028354
400`  SAP061`  0000028364
400`  SAP062`  0000028398
400`  SAP063`  0000028424
400`  SAP064`  0000028426
400`  SAP065`  0000028428
400`  SAP066`  0000028444
400`  SAP067`  0000028460
400`  SAP068`  0000028467
400`  SAP069`  0000028469
400`  SAP070`  0000028471
400`  SAP071`  0000028473
400`  SAP072`  0000028486
400`  SAP073`  0000028488
400`  SAP075`  0000028507
400`  SAP076`  0000028522
400`  SAP077`  0000028524
400`  SAP078`  0000028526
400`  SAP079`  0000028541
400`  SAP080`  0000028549
400`  SAP081`  0000028551
400`  SAP082`  0000028575
400`  SAP083`  0000028579
400`  SAP084`  0000028584
400`  SAP085`  0000028586
400`  SAP086`  0000028588
400`  SAP087`  0000028604
400`  SAP-HR`  0000028624
400`  S4H_PS`  0000028628
400`  SAP088`  0000028636
400`  SAP089`  0000028640
400`  SAP090`  0000028642
400`  SIMON`  0000028644
400`  SAP091`  0000028654
400`  SAP092`  0000028656
400`  SAP093`  0000028661
400`  SAP094`  0000028663
400`  SAP095`  0000028665
400`  SAP096`  0000028667
400`  WF-BATCH`  0000028669
400`  SAP097`  0000028671
400`  SAP098`  0000028673
400`  SAP099`  0000028679
400`  SAP100`  0000028681
400`  SAP101`  0000028685
400`  SAP102`  0000028687
400`  SAP103`  0000028694
400`  SAP104`  0000028697
400`  ZHAOB`  0000028699
400`  SAP105`  0000028704
400`  SAP106`  0000028706
400`  SAP107`  0000028708
400`  SAP108`  0000028710
400`  SAP109`  0000028712
400`  SAP110`  0000028714
400`  SAP111`  0000028716
400`  SAP112`  0000028718
400`  SAP113`  0000028720
400`  SAP114`  0000028722
400`  SAP115`  0000028724
400`  SAP116`  0000028726
400`  SAP117`  0000028728
400`  SAP118`  0000028730
400`  SAP119`  0000028732
400`  SAP120`  0000028734
400`  SAP121`  0000028736
400`  SAP122`  0000028738
400`  SAP123`  0000028740
400`  SAP125`  0000028744
400`  SAP126`  0000028746
400`  SAP127`  0000028748
400`  SAP128`  0000028750
400`  SAP129`  0000028752
400`  SAP130`  0000028754
400`  SAP131`  0000028756
400`  SAP132`  0000028758
400`  SAP133`  0000028760
400`  SAP134`  0000028762
400`  SAP135`  0000028764
400`  SAP136`  0000028766
400`  SAP137`  0000028768
400`  SAP138`  0000028770
400`  SAP139`  0000028772
400`  SAP140`  0000028774
400`  SAP141`  0000028776
400`  SAP142`  0000028778
400`  SAP143`  0000028780
400`  SAP144`  0000028782
400`  SAP145`  0000028784
400`  SAP146`  0000028786
400`  SAP147`  0000028788
400`  SAP238`  0000029408
400`  SAP149`  0000028792
400`  SAP150`  0000028794
400`  SAP151`  0000028796
400`  SAP152`  0000028798
400`  SAP153`  0000028800
400`  SAP154`  0000028802
400`  SAP155`  0000028804
400`  SAP156`  0000028806
400`  SAP157`  0000028808
400`  SAP158`  0000028810
400`  SAP159`  0000028812
400`  SAP160`  0000028814
400`  SAP161`  0000028816
400`  SAP162`  0000028818
400`  SAP163`  0000028820
400`  SAP164`  0000028822
400`  SAP165`  0000028824
400`  SAP166`  0000028826
400`  SAP167`  0000028828
400`  SAP168`  0000028830
400`  SAP169`  0000028832
400`  SAP170`  0000028834
400`  SAP171`  0000028836
400`  SAP172`  0000028838
400`  SAP173`  0000028840
400`  SAP174`  0000028842
400`  SAP175`  0000028844
400`  SAP176`  0000028846
400`  SAP177`  0000028848
400`  SAP178`  0000028850
400`  SAP179`  0000028852
400`  SAP180`  0000028854
400`  SAP181`  0000028856
400`  SAP182`  0000028858
400`  SAP183`  0000028860
400`  SAP184`  0000028862
400`  SAP185`  0000028864
400`  SAP186`  0000028866
400`  SAP187`  0000028868
400`  SAP188`  0000028870
400`  SAP189`  0000028872
400`  SAP190`  0000028874
