MANDT [C(00006)]`ANLKL [C(00016)]`AFAPL [C(00008)]`AFABE [C(00004)]`BDATU [D(00016)]`ADATU [D(00016)]`ERNAM [C(00024)]`ERDAT [D(00016)]`AENAM [C(00024)]`AEDAT [D(00016)]`XSPEB [C(00002)]`XLOEV [C(00002)]`FELEI [C(00008)]`KTOGR [C(00016)]`XNEGA [C(00002)]`XGWGK [C(00002)]`MINDJ [C(00006)]`MINDP [C(00006)]`MAXDJ [C(00006)]`MAXDP [C(00006)]`INVSL [C(00004)]`AFASL [C(00008)]`NDJAR [C(00006)]`NDPER [C(00006)]`NAPRZ [P(00008)]`SAPRZ [P(00008)]`WBIND [C(00010)]`ALIND [C(00010)]`APROP [P(00008)]
400`  00001000`  0AR`  01`  99991231`  00000101`  SAP`  19930922`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  DG30`  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  10`  99991231`  00000000`  SAP`  00000000`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  `  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  11`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  `  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  15`  99991231`  00000101`  SAP`  19930922`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  DG30`  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  20`  99991231`  00000101`  SAP`  19930922`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  DG30`  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  30`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  DG30`  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  31`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  DG30`  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  40`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  `  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  41`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  `  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  50`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  `  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AR`  51`  99991231`  00000101`  SAP`  19980302`  SAP`  19980713`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  `  010`  000`  0 `  0 `  `  `  0
400`  00001000`  0AT`  01`  99991231`  00000101`  SAP`  19930922`  SAP`  00000000`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  0000`  000`  000`  0 `  0 `  `  `  0
400`  00001000`  0AT`  02`  99991231`  00000101`  SAP`  19930922`  SAP`  00000000`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  0000`  000`  000`  0 `  0 `  `  `  0
400`  00001000`  0AT`  03`  99991231`  00000101`  SAP`  19930922`  SAP`  00000000`  `  `  `  `  `  0`  000`  000`  000`  000`  `  `  000`  000`  0 `  0 `  `  `  0
400`  00001000`  0AT`  10`  99991231`  00000101`  SAP`  19930922`  SAP`  00000000`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  0000`  000`  000`  0 `  0 `  `  `  0
400`  00001000`  0AT`  20`  99991231`  00000101`  SAP`  19930922`  SAP`  00000000`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  0000`  000`  000`  0 `  0 `  `  `  0
400`  00001000`  0AT`  32`  99991231`  00000101`  SAP`  19930922`  SAP`  00000000`  `  `  1000`  `  `  0`  000`  000`  000`  000`  `  0000`  000`  000`  0 `  0 `  `  `  0
